id,count
0,93.23406
1,269.78195
2,12.689754
4,101.43709
5,0.41058445
10,125.93409
11,146.02274
12,248.4879
15,64.67738
17,29.97561
18,261.89194
23,254.0367
25,215.51318
26,79.34058
31,220.22289
39,212.98058
40,56.43505
41,151.73831
42,
43,198.26047
51,251.31712
52,69.62273
54,88.85699
60,169.82503
61,229.39377
62,159.25453
63,54.659195
65,134.16316
66,117.70145
68,224.1951
71,54.849483
80,85.861435
82,
94,207.32594
98,239.57306
101,74.643394
102,179.5116
107,118.30809
112,278.35822
113,77.54404
115,
116,173.9971
120,75.20311
121,76.5899
122,262.38486
132,190.235
143,59.2084
147,
150,61.411427
151,65.23777
152,237.67044
153,70.39256
155,68.61705
156,123.996994
159,224.90302
161,70.452896
163,61.20663
177,188.7751
186,93.52877
188,55.229034
190,67.74962
191,97.560074
192,213.70952
195,245.07402
200,205.43091
209,240.59346
210,64.63626
211,300.5622
214,197.84064
215,87.548
218,167.81606
219,42.803757
222,86.509125
225,66.715485
228,273.3623
236,245.54774
241,61.66153
242,202.0967
243,272.24768
245,57.940163
247,254.91768
251,225.25064
252,69.334
253,56.73202
254,75.981094
258,246.54
260,
261,203.61266
265,51.373554
266,231.8046
267,255.30612
269,180.61493
270,
275,164.33026
278,70.082855
279,53.010807
286,94.83847
287,50.12794
288,238.50082
289,204.27495
293,66.561295
294,221.11415
297,
302,110.956635
303,79.514496
304,15.810306
307,135.03926
309,62.36237
311,237.95181
312,161.47444
314,235.30585
315,258.25098
319,220.68883
322,166.53276
323,
325,234.33939
327,237.20105
330,64.32818
332,233.09995
333,61.28798
338,165.8715
341,69.98855
345,164.00801
348,172.10378
349,76.46612
350,110.19646
352,
355,56.856106
356,
358,
363,193.99893
369,220.94904
371,62.22217
372,234.66676
375,256.2501
380,240.71214
388,64.09918
391,
392,214.65767
393,251.79237
394,86.44175
396,54.12574
401,67.19325
407,48.454662
409,57.250526
410,145.87038
416,120.83795
418,112.15331
420,217.75522
421,253.91045
422,224.15083
424,271.52237
428,238.29518
429,271.13525
431,192.9499
435,48.187836
439,95.89704
441,39.47686
447,78.8647
