id,count
0,72.79982
1,165.7828
2,34.081097
4,69.58178
5,56.620655
10,93.21892
11,114.71777
12,174.17305
15,49.842705
17,13.899381
18,173.25069
23,165.91225
25,126.04337
26,60.07038
31,164.06955
39,154.44559
40,38.689342
41,100.31456
42,
43,142.60655
51,171.61258
52,48.92655
54,61.980972
60,128.83107
61,142.49342
62,118.66226
63,35.7045
65,98.26236
66,98.39119
68,152.55351
71,38.261642
80,60.353756
82,
94,147.71904
98,153.82234
101,56.48716
102,142.49243
107,79.4945
112,191.87923
113,54.900837
115,
116,123.971436
120,70.66017
121,52.57717
122,179.3196
132,148.25427
143,21.972773
147,
150,40.935623
151,43.01641
152,174.75299
153,66.46397
155,54.16732
156,79.41683
159,160.85292
161,75.84831
163,61.831223
177,142.83397
186,59.296135
188,54.374817
190,72.39449
191,64.10104
192,138.52205
195,170.52716
200,154.32999
209,169.73795
210,46.74068
211,176.65202
214,130.9066
215,61.849667
218,112.022545
219,34.204773
222,75.48902
225,46.50843
228,180.9294
236,161.59692
241,67.04282
242,145.9165
243,167.82928
245,66.093376
247,167.96071
251,147.22966
252,67.679184
253,40.851723
254,54.923286
258,150.72392
260,
261,150.0619
265,49.517456
266,167.21
267,147.85269
269,139.37787
270,
275,112.985176
278,58.95486
279,31.854578
286,90.93713
287,47.267723
288,154.77338
289,144.87434
293,63.03997
294,134.69603
297,
302,77.43144
303,44.38649
304,60.738937
307,113.82567
309,43.546898
311,170.17308
312,91.10996
314,168.79398
315,166.6772
319,152.58783
322,116.36598
323,
325,133.84279
327,170.12685
330,46.207153
332,161.07484
333,66.64953
338,118.79823
341,58.016243
345,93.953995
348,128.11441
349,73.18462
350,100.32376
352,
355,34.587704
356,
358,
363,143.24535
369,153.63391
371,44.428856
372,148.62108
375,177.46837
380,129.95493
388,54.300713
391,
392,146.003
393,177.19228
394,62.87077
396,52.490776
401,43.907356
407,41.71232
409,64.74283
410,98.12357
416,80.34096
418,97.57996
420,148.2303
421,182.62784
422,147.94075
424,168.26045
428,150.82524
429,167.80092
431,133.87834
435,5.187977
439,94.52573
441,12.971648
447,53.31908
449,154.6558
451,156.55757
452,60.03817
454,131.66731
458,175.8744
463,140.63301
467,48.492386
470,97.03999
471,132.50398
474,173.50279
478,71.2019
483,73.49541
484,125.15704
485,56.414295
486,130.25262
491,89.72957
494,69.22365
495,142.39085
497,140.14641
499,158.02534
515,104.42229
518,146.9427
521,78.2664
525,
529,161.89995
532,136.55476
534,51.845516
540,48.56646
