id,count
0,73.95191
1,235.01965
2,16.362736
4,73.79985
5,55.509293
10,107.69596
11,161.16127
12,243.7941
15,60.53292
17,0.57956886
18,254.03416
23,234.99094
25,173.19118
26,38.800926
31,202.37401
39,205.73975
40,39.25467
41,103.825264
42,
43,185.81267
51,233.39415
52,69.79703
54,68.56321
60,149.31145
61,185.81664
62,141.48102
63,40.7582
65,116.644035
66,103.38999
68,212.94812
71,28.817558
80,46.016045
82,
94,173.99564
98,228.06505
101,64.727455
102,177.379
107,63.740997
112,263.5153
113,71.5927
115,
116,154.58919
120,85.04183
121,92.233406
122,253.96567
132,197.82457
143,0.57956886
147,
150,42.544228
151,25.621126
152,235.62444
153,43.331955
155,73.10472
156,82.00457
159,210.64966
161,83.698364
163,45.04129
177,183.6211
186,68.80589
188,62.308266
190,82.97989
191,94.11867
192,207.36702
195,247.28578
200,211.44437
209,240.36456
210,57.758263
211,250.37712
214,176.62883
215,51.126457
218,138.34297
219,26.063944
222,87.12384
225,55.733192
228,260.00977
236,219.93913
241,70.70838
242,199.82332
243,237.98503
245,63.69462
247,231.8688
251,205.4796
252,78.150925
253,22.462193
254,80.39335
258,223.27237
260,
261,189.77126
265,32.296654
266,234.55078
267,228.96655
269,185.81372
270,
275,135.19638
278,52.452454
279,15.94958
286,90.6605
287,47.764915
288,200.30261
289,195.04968
293,65.31275
294,198.26381
297,
302,90.99828
303,66.265816
304,59.27849
307,115.728004
309,48.325783
311,219.13393
312,85.36348
314,220.80894
315,233.59984
319,206.61285
322,144.12766
323,
325,182.70985
327,231.8938
330,41.346535
332,219.11029
333,57.673096
338,131.00151
341,77.98928
345,99.063446
348,168.50883
349,51.248947
350,101.881744
352,
355,44.28254
356,
358,
363,181.7516
369,199.02902
371,49.552025
372,200.70941
375,253.99074
380,180.56787
388,44.118584
391,
392,225.51862
393,246.3795
394,77.300766
396,51.173683
401,62.920265
407,32.852936
409,29.823984
410,105.24119
416,129.65393
418,108.76737
420,191.2355
421,244.34706
422,198.96121
424,249.63216
428,224.11829
429,239.19666
431,188.93462
435,0.57956886
439,96.482834
441,0.57956886
447,32.246746
449,214.04518
451,214.00517
452,63.410095
454,214.30054
458,244.79309
463,169.9691
467,50.126686
470,94.67236
471,168.26813
474,247.03648
478,61.327957
483,95.736336
484,170.00186
485,40.25264
486,157.03172
491,104.249886
494,90.53792
495,208.30609
497,189.37958
499,224.44814
515,132.04167
518,201.78343
521,89.01389
525,
529,220.91345
532,162.85829
534,38.85515
540,30.47937
544,257.58377
547,201.09082
549,44.7128
563,34.07701
564,205.38857
567,93.35119
572,150.03307
577,193.61115
578,242.45863
585,230.37694
588,208.13025
589,165.68956
590,121.83759
592,61.210304
594,92.32921
596,63.113235
598,234.88353
599,176.28065
605,77.79015
606,157.89084
607,222.44704
608,217.17345
609,
610,226.02722
611,98.61521
614,
615,197.15987
616,237.76471
617,161.88043
618,220.46536
624,95.41954
629,178.08705
631,42.635056
633,75.9897
637,58.008163
638,127.51704
643,
644,185.3008
645,45.356888
646,205.37717
648,187.89948
650,75.59564
651,85.57715
652,240.97252
656,172.56729
657,66.61135
659,63.497414
660,191.36084
662,117.17429
665,243.7283
675,
681,173.38849
682,189.0763
685,60.273216
686,207.78584
689,52.72164
696,156.18576
703,189.74734
704,106.24282
705,174.10797
714,210.28914
717,71.268745
718,56.5644
720,77.01335
721,253.09062
723,202.77042
726,83.43328
728,183.2136
730,82.25434
731,59.12429
734,251.03265
737,31.4347
738,57.55062
745,226.3505
746,49.030205
749,225.08368
752,46.05841
753,80.58752
758,208.39745
765,62.186127
766,234.11043
768,30.459
769,219.99196
774,181.53552
775,107.268906
781,
784,243.12119
794,71.80055
795,239.46115
796,37.54825
802,89.61263
803,93.583855
805,38.679573
806,243.03651
807,113.5574
809,56.10025
810,207.0755
812,83.719955
814,91.77739
818,234.68674
819,218.1557
825,0.57956886
836,107.398834
839,160.77745
847,241.24828
848,88.051704
851,189.05568
852,166.01947
853,0.57956886
857,187.12189
858,51.27764
859,204.56168
861,0.57956886
867,144.38475
870,220.28119
871,213.73262
872,254.46294
874,276.34323
881,224.79454
886,158.94524
890,
895,176.88264
899,32.028526
900,235.7415
901,228.70055
902,231.59958
903,77.88295
913,239.8384
918,233.8188
923,177.68362
924,50.091904
926,51.291306
927,64.53292
930,198.19872
934,36.06189
937,201.055
939,157.44673
941,80.415085
942,253.80887
946,230.02965
950,114.47525
953,77.22723
959,1.6785268
961,42.628525
962,88.748375
964,66.83554
969,200.4112
971,144.55771
976,66.465416
978,225.09395
980,230.41386
981,186.8295
990,233.59752
993,63.406494
996,71.17387
998,247.17699
999,199.40508
1006,153.80211
1008,58.091896
1013,71.13782
1015,97.905045
1016,149.93051
1022,223.90146
1026,218.84738
1028,237.49472
1031,0.57956886
1034,
1037,231.55164
1040,
1042,69.1243
1046,78.62734
1048,109.158966
1049,151.6194
1050,
1051,210.78069
1052,219.4805
1055,85.40799
1060,166.39168
1064,64.19884
1066,66.62877
1071,142.72903
1073,59.470985
1089,212.81483
1091,121.66117
1092,73.778046
1093,218.69218
1096,231.7262
1097,213.91791
1098,55.359962
1099,38.408302
1102,223.05235
1107,76.82162
1109,75.73808
1111,0.57956886
1112,129.95854
1114,281.90717
1116,247.58424
1117,169.18643
1118,70.211006
1122,
1124,199.30794
1127,92.51541
1133,233.94914
1134,51.779465
1135,182.47838
1139,239.6636
1143,
1150,90.69723
1151,123.604774
1153,238.34872
1155,58.36692
1162,49.848015
1163,205.02066
1166,0.57956886
1171,35.678284
1172,47.365417
1173,234.87428
1174,77.33886
1177,98.29845
1178,83.42213
1184,80.69781
1185,122.006256
1186,99.299965
1187,212.75298
1188,258.12924
1191,182.90758
1207,119.33829
1213,48.256126
1215,167.10349
1223,226.12383
1227,135.92921
1236,
1237,
1238,70.77968
1241,43.934837
1248,59.228683
1250,54.890404
1251,197.90825
1253,89.14825
1255,115.23252
1257,227.33632
1261,103.314026
1262,240.54073
1265,173.72217
1273,224.31256
1277,218.9099
1278,135.20293
1280,84.73345
1284,183.65184
1285,241.55763
1288,70.02033
1295,128.09743
1297,254.34637
1299,244.23775
1304,212.00394
1308,51.444405
1310,110.08967
1311,140.6034
1314,84.80782
1315,123.19507
1318,0.57956886
1320,254.82007
1321,238.75763
1322,211.53003
1330,169.51305
1333,200.28943
1334,205.84415
1341,192.30777
1344,164.62344
1351,211.44115
1354,12.580276
1356,
1363,147.01047
1365,202.18077
1369,159.59576
1373,90.62293
1375,135.67429
1377,22.425465
1379,192.88316
1380,234.32922
1381,96.9499
1384,190.51358
1390,212.58012
1393,230.73582
1395,
1399,221.59506
1400,87.25415
1401,91.08601
1404,195.97015
1408,64.18625
1409,0.57956886
1413,213.2533
1416,238.25635
1418,114.6331
1423,82.03273
1424,41.13762
1425,51.237
1433,250.68555
1434,168.32555
1436,226.98877
1442,226.35828
1444,34.10649
1445,180.58412
1452,217.80664
1455,199.13852
1462,
1467,0.57956886
1472,56.061333
1475,93.92166
1493,154.37726
1501,211.66061
1503,240.16373
1504,237.35287
1505,47.286133
1511,234.7728
1512,
1513,150.51964
1514,77.86699
1528,237.90288
1533,249.51785
1534,48.74376
1536,192.7493
1537,74.79909
1539,70.63267
1550,206.61203
