id,count
0,97.746864
1,228.54716
2,69.55589
4,105.7583
5,103.11665
10,130.06615
11,139.40852
12,214.44647
15,77.91905
17,32.43983
18,216.22142
23,208.02406
25,178.16371
26,85.04552
31,192.90784
39,190.40294
40,60.446983
41,132.48517
42,
43,175.26936
51,213.49805
52,69.99141
54,89.62577
60,164.8764
61,195.6913
62,151.75
63,49.909054
65,135.72757
66,126.40504
68,190.18968
71,58.518787
80,94.13242
82,
94,186.43234
98,201.04224
101,93.935524
102,172.23705
107,97.97915
112,227.25746
113,87.496445
115,
116,160.9834
120,85.18798
121,85.50515
122,221.05682
132,169.97379
143,49.760265
147,
150,76.483116
151,71.951355
152,207.15662
153,87.68041
155,87.55071
156,99.46316
159,194.99265
161,81.72669
163,78.76649
177,172.61319
186,89.04992
188,62.263783
190,77.687614
191,98.39488
192,183.16695
195,214.82811
200,179.3106
209,207.75383
210,79.85968
211,237.19096
214,176.87445
215,92.4711
218,157.81898
219,51.87349
222,96.6321
225,66.47949
228,222.91516
236,206.37459
241,73.97842
242,181.21037
243,219.82352
245,69.335304
247,212.16367
251,194.04425
252,79.81129
253,78.25351
254,83.47013
258,205.68544
260,
261,185.2632
265,63.550312
266,201.87415
267,205.92433
269,166.80426
270,
275,154.2551
278,80.60929
279,61.464928
286,105.18467
287,59.493397
288,198.27391
289,177.98262
293,79.15557
294,188.1064
297,
302,121.26779
303,81.36034
304,108.269196
307,140.31677
309,70.25097
311,203.63168
312,132.91951
314,206.1285
315,213.21474
319,187.79478
322,155.40962
323,
325,196.6798
327,201.90733
330,66.33515
332,197.93814
333,75.64065
338,160.15604
341,89.93092
345,139.83067
348,158.80464
349,92.935875
350,121.12385
352,
355,54.748516
356,
358,
363,176.16643
369,193.45242
371,77.94387
372,201.89673
375,215.23807
380,196.71425
388,78.63413
391,
392,188.44615
393,213.89507
394,96.85999
396,61.858112
401,67.65783
407,43.023045
409,79.0451
410,137.94887
416,123.93266
418,120.86863
420,190.48611
421,214.07965
422,193.48967
424,218.81763
428,201.59804
429,219.37384
431,175.27249
435,14.004
439,107.33456
441,50.812443
447,82.36525
449,203.77548
451,208.811
452,84.94016
454,186.41316
458,218.60225
463,178.51543
467,84.68235
470,128.61014
471,153.84409
474,206.10867
478,95.36649
483,114.59201
484,169.6272
485,78.361565
486,173.95665
491,138.77951
494,112.81161
495,198.05844
497,186.18465
499,218.2359
515,144.70906
518,184.78589
521,97.69297
525,
529,198.52853
532,170.87402
534,65.074394
540,72.6292
544,218.44554
547,183.20648
549,86.62188
563,66.35233
564,205.10356
567,123.30376
572,169.7673
577,187.38109
578,219.6179
585,215.17671
588,208.06349
589,184.9059
590,133.20071
592,92.314865
594,128.59286
596,80.48816
598,216.70375
599,180.22205
605,88.28297
606,160.59901
607,199.42203
608,191.28531
609,
610,196.76927
611,105.153435
614,
615,174.4279
616,196.86423
617,160.52745
618,193.92027
624,124.84834
629,187.09686
631,95.74612
633,100.8084
637,80.89468
638,157.67567
643,
644,176.0746
645,69.38232
646,180.01561
648,164.19249
650,72.722404
651,109.90488
652,219.71411
656,161.8757
657,98.45547
659,85.95099
660,177.44585
662,149.3736
665,210.17265
675,
681,161.32668
682,184.93147
685,61.276005
686,200.23506
689,77.24671
696,158.75398
703,188.91632
704,136.02678
705,161.02223
714,183.65883
717,82.2926
718,95.029564
720,74.53039
721,220.1081
723,191.40851
726,108.008835
728,194.24722
730,109.4157
731,84.44883
734,221.87135
737,64.09019
738,73.559944
745,215.42744
746,89.3227
749,182.3997
752,78.76655
753,95.398796
758,184.5737
765,103.168465
766,209.10526
768,73.57514
769,198.40262
774,181.26494
775,119.08428
781,
784,205.46834
794,103.54368
795,214.93503
796,74.46447
802,129.16498
803,105.62476
805,76.61668
806,209.89763
807,139.47958
809,64.00719
810,200.80565
812,100.368034
814,120.14771
818,191.43857
819,217.20198
825,-8.772333
836,107.86435
839,171.74153
847,209.34218
848,96.63754
851,190.36871
852,171.75032
853,46.940136
857,182.78636
858,96.69663
859,193.6981
861,2.5473042
867,156.27223
870,187.85551
871,202.96027
872,224.94775
874,225.25598
881,211.76488
886,166.0295
890,
895,176.06097
899,75.73089
900,201.35054
901,206.89525
902,199.45851
903,82.3773
913,213.70091
918,209.42621
923,165.32225
924,71.25379
926,59.479496
927,74.96645
930,185.43024
934,60.73502
937,177.75294
939,146.07095
941,88.93183
942,223.60391
946,205.85841
950,138.9081
953,87.611725
959,51.646526
961,56.395084
962,92.21476
964,92.13428
969,180.59573
971,158.28825
976,74.11984
978,191.81827
980,206.55064
981,179.65157
990,216.44125
993,69.09089
996,76.33553
998,224.79012
999,190.42436
1006,159.68869
1008,91.85782
1013,77.58085
1015,132.39926
1016,177.96054
1022,212.4978
1026,191.92436
1028,214.90585
1031,27.79733
1034,
1037,204.48834
1040,
1042,72.78448
1046,103.31484
1048,127.07135
1049,156.94576
1050,
1051,205.17274
1052,198.98663
1055,108.84479
1060,168.29092
1064,101.54003
1066,80.48514
1071,174.27557
1073,82.48209
1089,201.06282
1091,139.19212
1092,61.811893
1093,200.8537
1096,212.02403
1097,186.58633
1098,57.386723
1099,89.53799
1102,215.0155
1107,99.38012
1109,90.10311
1111,47.97274
1112,144.58107
1114,229.5414
1116,206.89682
1117,180.88837
1118,89.97568
1122,
1124,182.73639
1127,116.587395
1133,213.42776
1134,70.90737
1135,167.63445
1139,214.75868
1143,
1150,103.19797
1151,133.85638
1153,208.14626
1155,68.82552
1162,65.28672
1163,179.22218
1166,7.3890476
1171,77.31728
1172,70.46371
1173,206.58554
1174,104.220505
1177,116.27151
1178,111.47256
1184,108.007614
1185,143.73506
1186,102.57012
1187,201.11063
1188,215.79868
1191,177.56694
1207,131.3358
1213,88.388756
1215,182.88724
1223,210.36795
1227,145.05809
1236,
1237,
1238,100.03622
1241,71.35636
1248,77.534706
1250,74.93754
1251,194.503
1253,116.53506
1255,142.11134
1257,218.05208
1261,123.16489
1262,213.30112
1265,170.19154
1273,208.02074
1277,205.15034
1278,146.97012
1280,109.9252
1284,173.35371
1285,222.83382
1288,98.04066
1295,135.71825
1297,235.06505
1299,207.87808
1304,182.87865
1308,71.938805
1310,136.40431
1311,158.05934
1314,87.31858
1315,142.20021
1318,24.231573
1320,226.5085
1321,205.43585
1322,188.89053
1330,170.63797
1333,190.54536
1334,175.47633
1341,187.34702
1344,152.11635
1351,190.50673
1354,71.01009
1356,
1363,149.73999
1365,199.20338
1369,163.85692
1373,122.44374
1375,150.56628
1377,64.47644
1379,193.41862
1380,213.18378
1381,121.81821
1384,170.89801
1390,196.49701
1393,198.50111
1395,
1399,201.5219
1400,103.67272
1401,108.72831
1404,193.61032
1408,78.80801
1409,21.44089
1413,182.58746
1416,197.03838
1418,132.1466
1423,92.66361
1424,68.83932
1425,77.503654
1433,218.054
1434,169.7062
1436,208.77429
1442,203.30275
1444,61.358982
1445,177.77742
1452,199.26299
1455,191.13406
1462,
1467,29.197119
1472,84.99029
1475,108.46638
1493,163.6486
1501,185.46527
1503,205.42154
1504,212.94054
1505,62.587048
1511,210.35619
1512,
1513,162.71693
1514,99.1811
1528,207.76921
1533,224.67874
1534,58.648594
1536,185.65544
1537,64.37917
1539,124.684204
1550,197.19505
1552,176.9355
1554,196.13373
1555,211.84178
1556,66.20365
1559,72.35119
1563,199.03543
1566,205.8561
1567,120.523476
1568,73.83207
1571,187.42267
1572,61.680866
1574,
1577,92.640366
1583,75.18218
1585,86.75277
1586,195.16768
1587,197.17177
1596,178.47104
1602,82.65705
1604,101.13616
1605,68.458015
1610,215.83551
1611,140.6119
1616,99.94702
1617,156.60329
1618,77.856575
1622,55.104954
1623,59.884106
1628,212.67076
1631,60.7691
1632,199.06067
1633,189.21352
1634,212.06013
1636,202.03773
1637,163.28848
1643,90.33576
1644,153.76894
1646,108.72024
1648,189.13615
1651,94.57162
1656,61.26737
1658,149.80171
1659,62.15044
1665,107.8679
1666,147.5292
1670,103.46328
1674,177.78114
1679,220.17198
1680,217.84059
1683,222.05598
1686,70.62404
1691,149.94041
1693,59.465397
1696,93.978615
1697,136.64104
1703,96.9416
1706,66.583015
1709,189.27422
1710,83.33405
1712,
1713,169.83755
1718,225.12518
1719,192.22298
1722,206.7463
1723,167.10338
1724,215.63393
1728,66.17266
1730,88.4172
1732,59.06032
1737,46.12676
1745,61.88068
1747,91.037544
1748,85.82055
1755,139.97055
