id,count
0,96.87964
1,234.64099
2,86.85007
4,111.920456
5,118.68745
10,145.53735
11,152.59308
12,210.67691
15,67.61206
17,47.0786
18,226.59575
23,219.31671
25,163.80063
26,83.41954
31,210.6074
39,185.5503
40,52.49411
41,165.62546
42,
43,189.88948
51,222.80267
52,63.341408
54,91.39204
60,178.89719
61,188.49132
62,157.96722
63,48.68505
65,154.13351
66,140.79974
68,182.08298
71,57.689003
80,89.1499
82,
94,197.25568
98,214.60703
101,78.76904
102,187.64543
107,137.40956
112,220.19777
113,69.33577
115,
116,176.97913
120,108.510475
121,67.04358
122,235.47522
132,183.26257
143,69.3692
147,
150,67.305305
151,75.066696
152,219.30582
153,104.20882
155,77.9599
156,146.73186
159,207.93796
161,105.961555
163,101.914215
177,187.98244
186,85.581795
188,85.98029
190,99.37022
191,97.7323
192,175.53546
195,220.92535
200,188.69263
209,221.62527
210,62.37076
211,227.11557
214,177.69765
215,94.6669
218,149.51575
219,46.25465
222,119.85408
225,61.843338
228,234.3476
236,219.8881
241,98.34612
242,192.82068
243,228.82947
245,91.70331
247,228.29175
251,193.10904
252,103.28936
253,66.17292
254,75.49563
258,218.24182
260,
261,183.2942
265,84.81912
266,214.73242
267,192.67111
269,182.4324
270,
275,153.3746
278,92.54961
279,54.841312
286,122.35782
287,83.83433
288,213.20963
289,186.43077
293,102.446754
294,177.65341
297,
302,107.345665
303,69.06808
304,125.238014
307,150.68962
309,69.52246
311,212.03174
312,155.97166
314,217.5689
315,224.52621
319,204.93625
322,167.73492
323,
325,185.46103
327,215.12051
330,67.91563
332,209.8028
333,98.3522
338,169.17561
341,82.70616
345,169.15634
348,172.0114
349,111.72273
350,141.19298
352,
355,50.431133
356,
358,
363,184.98218
369,199.97949
371,70.36623
372,196.90625
375,230.33194
380,185.74265
388,99.366486
391,
392,183.30635
393,224.5157
394,90.80826
396,76.21875
401,60.654156
407,61.17876
409,101.96187
410,139.7694
416,113.60668
418,139.21828
420,203.69182
421,208.81503
422,199.18704
424,232.46004
428,191.26941
429,211.04004
431,170.54523
435,27.92651
439,129.27359
441,65.11902
447,78.44299
449,192.58469
451,207.19041
452,91.18249
454,176.02484
458,210.49345
463,188.35081
467,70.92305
470,156.1167
471,171.16882
474,221.93692
478,102.7684
483,109.35797
484,161.82692
485,98.68758
486,179.98322
491,125.09587
494,103.94113
495,187.15897
497,188.833
499,211.52173
515,146.78438
518,199.5279
521,119.8257
525,
529,212.8735
532,185.2081
534,75.144615
540,93.12589
544,230.13058
547,196.67596
549,108.99701
563,59.37013
564,211.27623
567,110.68817
572,159.53885
577,176.50998
578,230.6177
585,212.57462
588,200.03897
589,171.74811
590,149.87802
592,78.175186
594,160.18689
596,76.98929
598,206.37407
599,193.31601
605,90.92448
606,164.91393
607,194.46408
608,207.67316
609,
610,209.52585
611,113.601074
614,
615,185.93417
616,207.63124
617,169.71051
618,190.58145
624,116.28923
629,200.99368
631,114.28396
633,89.1632
637,87.47803
638,147.56958
643,
644,185.68066
645,74.0998
646,180.83304
648,178.34418
650,92.404854
651,101.788506
652,237.12537
656,168.40695
657,105.40034
659,75.63671
660,170.40163
662,159.76791
665,223.19293
675,
681,179.73651
682,194.1736
685,86.624985
686,213.95944
689,79.65477
696,174.9744
703,189.49597
704,123.99816
705,169.47485
714,201.21954
717,78.45201
718,80.81871
720,97.93973
721,227.1702
723,207.90997
726,94.181
728,182.22864
730,107.87753
731,94.90694
734,233.1904
737,62.71943
738,94.80291
745,200.31529
746,77.26494
749,198.01154
752,69.635666
753,80.557205
758,200.96307
765,85.61154
766,205.40692
768,76.559944
769,211.34213
774,192.3703
775,136.8968
781,
784,215.35951
794,122.82918
795,227.46635
796,83.49677
802,150.87875
803,123.86176
805,66.071686
806,229.86893
807,136.9989
809,57.84184
810,208.2799
812,91.82268
814,111.8457
818,207.14355
819,219.43974
825,11.016387
836,84.18905
839,172.1155
847,222.95442
848,88.9453
851,180.8682
852,186.32013
853,66.706
857,198.41273
858,108.325745
859,203.7763
861,18.08837
867,151.85483
870,177.03499
871,222.91466
872,232.68414
874,236.87659
881,221.89398
886,182.6395
890,
895,190.78902
899,86.38168
900,214.16756
901,222.901
902,210.97192
903,105.07362
913,229.2807
918,222.00787
923,174.42844
924,78.535545
926,77.03756
927,96.549515
930,177.80923
934,52.69785
937,181.2511
939,152.49704
941,108.98968
942,235.78308
946,203.90065
950,132.42772
953,79.02945
959,66.18935
961,50.077908
962,100.1981
964,129.08376
969,170.22469
971,173.3343
976,76.60291
978,207.09442
980,211.65665
981,181.30618
990,228.56506
993,80.12209
996,98.236664
998,220.04852
999,204.2908
1006,175.98822
1008,77.78399
1013,99.31288
1015,125.78947
1016,165.37524
1022,217.62868
1026,193.34464
1028,220.8674
1031,59.2589
1034,
1037,214.17963
1040,
1042,92.66916
1046,122.370155
1048,129.95886
1049,168.77089
1050,
1051,206.17938
1052,215.06134
1055,110.460434
1060,183.32333
1064,120.79834
1066,66.20177
1071,171.82193
1073,81.16385
1089,195.37793
1091,129.61226
1092,87.52566
1093,217.57782
1096,210.42494
1097,183.50845
1098,80.70077
1099,75.892654
1102,224.98553
1107,91.88919
1109,92.64799
1111,74.5103
1112,162.26627
1114,243.38116
1116,218.92065
1117,170.88516
1118,77.92117
1122,
1124,194.68863
1127,103.885475
1133,201.93002
1134,78.47833
1135,168.87321
1139,208.8003
1143,
1150,99.92668
1151,152.97693
1153,221.56363
1155,90.29583
1162,87.49011
1163,191.10065
1166,24.374428
1171,102.09897
1172,61.752842
1173,220.23636
1174,105.96656
1177,137.5982
1178,142.29465
1184,94.30365
1185,160.1112
1186,103.62942
1187,213.56573
1188,231.10513
1191,189.85925
1207,141.22055
1213,106.755424
1215,180.41931
1223,210.83725
1227,163.556
1236,
1237,
1238,119.884544
1241,56.00691
1248,97.67366
1250,66.98607
1251,203.22229
1253,108.59274
1255,136.65085
1257,206.98643
1261,118.10718
1262,216.55048
1265,166.84514
1273,224.9784
1277,191.12515
1278,142.58672
1280,99.32968
1284,165.34348
1285,235.01668
1288,104.416046
1295,154.62529
1297,232.66113
1299,222.16847
1304,179.5592
1308,90.589966
1310,128.34512
1311,160.52426
1314,110.900925
1315,141.21498
1318,44.838947
1320,239.63199
1321,218.82877
1322,178.88481
1330,171.21869
1333,207.60893
1334,178.45914
1341,178.30757
1344,167.34581
1351,201.67456
1354,95.39375
1356,
1363,165.61987
1365,187.44644
1369,172.52457
1373,111.58935
1375,166.71826
1377,61.252647
1379,199.9455
1380,205.95413
1381,109.26187
1384,187.06279
1390,202.86368
1393,215.16449
1395,
1399,214.61325
1400,94.06685
1401,126.70049
1404,206.29951
1408,81.28371
1409,38.616055
1413,185.66966
1416,207.82883
1418,123.33165
1423,94.55364
1424,66.712105
1425,61.26361
1433,230.4607
1434,185.9971
1436,221.0875
1442,199.3616
1444,78.86543
1445,172.51743
1452,198.5005
1455,208.97958
1462,
1467,43.221355
1472,104.83547
1475,128.87785
1493,149.15262
1501,201.4603
1503,214.66829
1504,226.85727
1505,58.449516
1511,222.71266
1512,
1513,155.71793
1514,119.58783
1528,212.74945
1533,234.23203
1534,82.27703
1536,191.5574
1537,89.616066
1539,151.68388
1550,182.65082
1552,194.23245
1554,210.10587
1555,219.93674
1556,80.94361
1559,59.237034
1563,209.21643
1566,192.28108
1567,151.86252
1568,83.45477
1571,203.92908
1572,84.32524
1574,
1577,97.10042
1583,93.9095
1585,106.215164
1586,188.8323
1587,210.29001
1596,184.75183
1602,64.36354
1604,87.03323
1605,59.765446
1610,225.11938
1611,130.49629
1616,84.10185
1617,145.43977
1618,65.78859
1622,77.70731
1623,52.575504
1628,223.6171
1631,53.12595
1632,209.05536
1633,203.7615
1634,210.98636
1636,209.22186
1637,175.57648
1643,112.40465
1644,148.23103
1646,128.81314
1648,206.50089
1651,90.75658
1656,86.07408
1658,167.47934
1659,86.16191
1665,95.02547
1666,164.34697
1670,121.41791
1674,166.69684
1679,217.9202
1680,209.17839
1683,233.35837
1686,64.102905
1691,139.6295
1693,75.8169
1696,84.226715
1697,124.82053
1703,93.598175
1706,58.95428
1709,190.86003
1710,99.5303
1712,
1713,165.3995
1718,216.96082
1719,205.87836
1722,221.72543
1723,163.22731
1724,232.94586
1728,55.82771
1730,107.850525
1732,83.30747
1737,48.840645
1745,61.40595
1747,83.33171
1748,91.80336
1755,128.36124
1759,92.28752
1761,205.96191
1764,188.55307
1765,191.01877
1766,61.9354
1768,86.437096
1770,99.26998
1771,174.05246
1774,116.753555
1785,188.36566
1788,226.87988
1792,77.73171
1794,198.16327
1797,150.90405
1798,46.712147
1799,231.31897
1802,137.28925
1806,68.30206
1808,103.65623
1810,213.93483
1818,57.872257
1819,234.1708
1820,230.55371
1822,196.1297
1826,203.84067
1827,181.93398
1835,104.053345
1841,149.01294
1842,137.7033
1843,120.611435
1846,77.450806
1849,62.154026
1850,227.71025
1851,136.01184
1857,
1858,170.15468
1860,119.72837
1861,212.32857
1864,90.33891
1869,218.31918
1871,
1872,47.610996
1875,78.17946
1878,234.01804
1879,212.98729
1885,67.232254
1888,126.244965
1889,54.79932
1890,138.64017
1896,162.5293
1897,222.57791
1898,
1900,109.81095
1905,81.43025
1908,97.560394
1909,149.34483
1913,
1918,134.78969
1922,241.91779
1923,170.59416
1925,210.89873
1926,163.87122
1927,214.28111
1930,198.92029
1935,78.259056
1939,129.38591
1942,129.41983
1943,
1948,227.16019
1949,196.89343
1951,144.20393
1953,153.05957
1959,
1963,89.57691
1967,166.68332
1973,189.13318
1975,87.36489
1976,49.0663
1990,150.64966
1993,146.1261
1997,82.00257
1999,170.30893
2001,197.70319
2004,72.64729
2010,133.08676
2013,181.3675
2017,230.04805
2021,109.81018
2023,71.61704
2026,201.19296
2037,70.14931
2039,107.72566
2041,69.65163
2046,86.288536
2050,88.78556
2060,194.81787
2067,146.33713
2069,178.98697
2072,213.16154
2074,184.58066
2079,146.96057
2083,75.76953
2085,96.23697
2087,61.79009
2093,182.96133
2094,94.811325
2097,81.222595
2103,108.59381
2104,
2107,216.85434
2108,46.224552
2110,51.11208
2115,202.3235
2117,91.290276
2125,211.1841
2127,236.5869
2133,57.67711
2134,234.67862
2135,146.3943
2141,216.57452
2143,73.652504
2145,67.05478
2146,117.5132
2147,196.74548
2148,
2149,
2165,135.13206
2166,194.18686
2177,114.89302
