index,quality
0,3
1,3
2,3
3,2
4,3
5,3
6,3
7,3
8,3
9,3
10,3
11,2
12,3
13,3
14,3
15,2
16,3
17,3
18,3
19,2
20,3
21,3
22,2
23,3
24,3
25,2
26,2
27,2
28,2
29,2
30,3
31,3
32,2
33,2
34,3
35,3
36,2
37,2
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,2
47,3
48,2
49,3
50,2
51,2
52,3
53,0
54,2
55,3
56,3
57,2
58,2
59,3
60,2
61,3
62,3
63,0
64,3
65,3
66,2
67,2
68,3
69,2
70,2
71,2
72,2
73,3
74,3
75,2
76,2
77,3
78,3
79,3
80,3
81,3
82,2
83,2
84,3
85,3
86,2
87,2
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
99,3
100,2
101,3
102,2
103,2
104,3
105,3
106,3
107,3
108,3
109,2
110,3
111,3
112,3
113,2
114,2
115,3
116,3
117,3
118,3
119,2
120,3
121,2
122,3
123,3
124,3
125,2
126,3
127,3
128,3
129,3
130,2
131,2
132,3
133,2
134,2
135,2
136,3
137,3
138,2
139,2
140,2
141,3
142,3
143,2
144,2
145,2
146,3
147,3
148,3
149,3
150,3
151,4
152,3
153,2
154,3
155,2
156,3
157,2
158,3
159,2
160,2
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,2
169,2
170,2
171,2
172,3
173,2
174,3
175,3
176,3
177,2
178,3
179,3
180,3
181,3
182,3
183,3
184,2
185,3
186,3
187,3
188,2
189,3
190,3
191,3
192,3
193,3
194,3
195,3
196,3
197,2
198,2
199,2
200,3
201,2
202,3
203,2
204,3
205,2
206,3
207,3
208,3
209,3
210,3
211,2
212,2
213,3
214,3
215,3
216,3
217,3
218,3
219,3
220,3
221,3
222,3
223,3
224,3
225,3
226,3
227,2
228,3
229,2
230,3
231,3
232,3
233,3
234,3
235,3
236,2
237,3
238,3
239,3
240,3
241,3
242,3
243,3
244,3
245,3
246,3
247,3
248,2
249,3
250,2
251,3
252,3
253,3
254,3
255,3
256,3
257,3
258,3
259,3
260,3
261,2
262,2
263,3
264,2
265,2
266,3
267,2
268,3
269,3
270,3
271,2
272,2
273,2
274,3
275,2
276,3
277,3
278,2
279,3
280,3
281,3
282,3
283,2
284,3
285,3
286,2
287,3
288,2
289,3
290,2
291,2
292,2
293,3
294,2
295,3
296,4
297,3
298,2
299,4
300,3
301,3
302,2
303,2
304,3
305,2
306,2
307,3
308,2
309,2
310,3
311,2
312,3
313,2
314,3
315,3
316,2
317,2
318,3
319,3
320,2
321,2
322,3
323,2
324,2
325,3
326,2
327,3
328,3
329,3
330,3
331,3
332,3
333,2
334,2
335,3
336,2
337,3
338,3
339,3
340,3
341,3
342,3
343,3
344,2
345,3
346,2
347,3
348,2
349,3
350,2
351,3
352,2
353,3
354,3
355,2
356,3
357,3
358,3
359,3
360,2
361,3
362,2
363,3
364,3
365,3
366,2
367,2
368,3
369,3
370,3
371,3
372,0
373,2
374,3
375,2
376,2
377,3
378,3
379,3
380,3
381,3
382,3
383,3
384,2
385,3
386,3
387,2
388,3
389,3
390,3
391,2
392,3
393,3
394,2
395,3
396,3
397,3
398,3
399,2
400,3
401,3
402,3
403,3
404,3
405,3
406,3
407,3
408,3
409,3
410,3
411,3
412,3
413,2
414,3
415,3
416,3
417,3
418,2
419,3
420,3
421,3
422,2
423,3
424,2
425,3
426,3
427,3
428,2
429,2
430,3
431,2
432,3
433,3
434,3
435,2
436,3
437,2
438,2
439,2
440,2
441,3
442,3
443,3
444,3
445,3
446,3
447,2
448,2
449,3
450,3
451,3
452,2
453,3
454,3
455,2
456,3
457,3
458,3
459,2
460,2
461,3
462,2
463,3
464,2
465,2
466,3
467,3
468,3
469,2
470,2
471,2
472,2
473,3
474,2
475,3
476,3
477,4
478,3
479,3
480,3
481,3
482,3
483,2
484,4
485,2
486,2
487,3
488,2
489,3
490,3
491,3
492,2
493,3
494,2
495,3
496,3
497,2
498,3
499,3
500,3
501,3
502,3
503,3
504,3
505,2
506,3
507,3
508,3
509,3
510,2
511,2
512,3
513,3
514,3
515,2
516,3
517,3
518,3
519,2
520,2
521,2
522,2
523,3
524,3
525,2
526,3
527,3
528,3
529,3
530,2
531,2
532,3
533,2
534,3
535,3
536,3
537,3
538,2
539,2
540,3
541,2
542,3
543,2
544,3
545,3
546,3
547,2
548,3
549,3
550,3
551,3
552,3
553,3
554,2
555,3
556,3
557,2
558,2
559,3
560,2
561,3
562,3
563,3
564,3
565,3
566,3
567,4
568,3
569,2
570,3
571,2
572,2
573,3
574,3
575,2
576,3
577,2
578,2
579,2
580,3
581,3
582,2
583,2
584,3
585,3
586,3
587,3
588,3
589,3
590,3
591,2
592,3
593,3
594,2
595,3
596,3
597,3
598,3
599,3
600,3
601,3
602,3
603,3
604,2
605,3
606,2
607,2
608,3
609,3
610,4
611,2
612,3
613,2
614,3
615,3
616,2
617,3
618,3
619,3
620,3
621,3
622,3
623,3
624,2
625,3
626,2
627,3
628,2
629,3
630,2
631,2
632,3
633,2
634,2
635,3
636,2
637,3
638,4
639,2
640,2
641,3
642,3
643,2
644,3
645,3
646,3
647,2
648,3
649,2
650,3
651,2
652,3
653,3
654,3
655,2
656,3
657,3
658,3
659,2
660,3
661,3
662,3
663,3
664,3
665,3
666,3
667,2
668,3
669,2
670,3
671,2
672,2
673,3
674,2
675,2
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,2
684,3
685,3
686,3
687,3
688,2
689,3
690,3
691,2
692,2
693,3
694,3
695,3
696,3
697,2
698,2
699,3
700,3
701,2
702,3
703,3
704,2
705,3
706,2
707,3
708,2
709,2
710,3
711,2
712,3
713,2
714,3
715,3
716,2
717,3
718,3
719,3
720,3
721,3
722,4
723,3
724,2
725,3
726,3
727,0
728,3
729,3
730,2
731,3
732,2
733,2
734,3
735,3
736,2
737,3
738,3
739,2
740,3
741,2
742,3
743,3
744,3
745,3
746,3
747,3
748,2
749,2
750,3
751,2
752,3
753,3
754,3
755,3
756,2
757,3
758,2
759,3
760,2
761,2
762,3
763,3
764,3
765,3
766,2
767,3
768,2
769,3
770,2
771,3
772,3
773,2
774,3
775,3
776,3
777,2
778,3
779,2
780,3
781,2
782,2
783,3
784,2
785,2
786,2
787,2
788,2
789,3
790,3
791,3
792,3
793,3
794,3
795,3
796,3
797,2
798,3
799,2
800,2
801,2
802,3
803,3
804,2
805,3
806,2
807,3
808,3
809,3
810,3
811,3
812,2
813,3
814,3
815,2
816,3
817,3
818,3
819,2
820,3
821,2
822,3
823,2
824,4
825,3
826,3
827,2
828,3
829,3
830,3
831,3
832,3
833,2
834,3
835,3
836,3
837,3
838,2
839,2
840,2
841,2
842,3
843,3
844,3
845,3
846,3
847,3
848,3
849,3
850,2
851,3
852,2
853,3
854,2
855,3
856,3
857,3
858,2
859,3
860,2
861,3
862,3
863,2
864,3
865,3
866,2
867,3
868,2
869,3
870,3
871,3
872,3
873,3
874,2
875,2
876,3
877,3
878,3
879,3
880,2
881,3
