index,quality
0,3
1,3
2,3
3,3
4,6
5,6
6,3
7,6
8,6
9,7
10,6
11,3
12,7
13,3
14,3
15,5
16,6
17,6
18,6
19,5
20,6
21,6
22,5
23,3
24,6
25,5
26,5
27,5
28,5
29,5
30,7
31,3
32,5
33,3
34,5
35,3
36,5
37,5
38,6
39,6
40,6
41,3
42,6
43,6
44,6
45,3
46,5
47,3
48,3
49,6
50,5
51,5
52,3
53,4
54,5
55,6
56,6
57,5
58,5
59,6
60,5
61,6
62,6
63,4
64,3
65,6
66,5
67,5
68,5
69,5
70,5
71,5
72,5
73,6
74,6
75,5
76,6
77,3
78,3
79,7
80,3
81,6
82,5
83,4
84,6
85,3
86,5
87,5
88,6
89,3
90,6
91,6
92,5
93,6
94,6
95,7
96,6
97,6
98,6
99,7
100,5
101,6
102,3
103,5
104,5
105,6
106,6
107,6
108,6
109,3
110,6
111,6
112,6
113,5
114,5
115,6
116,6
117,7
118,7
119,6
120,6
121,5
122,6
123,3
124,6
125,5
126,3
127,6
128,6
129,7
130,6
131,5
132,3
133,5
134,5
135,6
136,6
137,7
138,5
139,5
140,5
141,6
142,5
143,5
144,5
145,5
146,7
147,6
148,3
149,6
150,5
151,8
152,6
153,5
154,6
155,5
156,3
157,5
158,3
159,3
160,5
161,6
162,6
163,3
164,6
165,5
166,5
167,6
168,5
169,5
170,5
171,5
172,6
173,5
174,3
175,6
176,5
177,5
178,6
179,3
180,6
181,6
182,7
183,7
184,5
185,6
186,6
187,6
188,5
189,6
190,6
191,3
192,6
193,6
194,3
195,6
196,7
197,5
198,6
199,5
200,6
201,5
202,6
203,5
204,3
205,3
206,6
207,6
208,6
209,6
210,7
211,5
212,5
213,6
214,3
215,6
216,6
217,6
218,6
219,3
220,6
221,5
222,6
223,6
224,7
225,6
226,6
227,5
228,6
229,5
230,6
231,7
232,7
233,3
234,6
235,6
236,6
237,6
238,6
239,6
240,6
241,6
242,6
243,6
244,7
245,3
246,3
247,6
248,5
249,7
250,5
251,6
252,7
253,7
254,6
255,6
256,6
257,7
258,6
259,6
260,7
261,5
262,5
263,3
264,5
265,5
266,6
267,5
268,6
269,6
270,6
271,5
272,5
273,5
274,6
275,5
276,7
277,7
278,5
279,6
280,6
281,6
282,6
283,6
284,3
285,3
286,3
287,6
288,5
289,6
290,5
291,5
292,5
293,6
294,5
295,3
296,8
297,5
298,5
299,7
300,6
301,6
302,5
303,5
304,6
305,5
306,5
307,3
308,5
309,5
310,6
311,5
312,3
313,5
314,6
315,3
316,5
317,3
318,3
319,6
320,5
321,5
322,6
323,5
324,4
325,5
326,5
327,3
328,6
329,3
330,5
331,7
332,7
333,5
334,5
335,3
336,5
337,6
338,6
339,6
340,6
341,6
342,3
343,6
344,5
345,6
346,3
347,6
348,5
349,6
350,5
351,6
352,5
353,6
354,6
355,5
356,3
357,6
358,5
359,6
360,5
361,5
362,5
363,7
364,7
365,6
366,5
367,3
368,6
369,6
370,3
371,6
372,5
373,5
374,3
375,5
376,5
377,6
378,3
379,6
380,7
381,6
382,7
383,6
384,5
385,6
386,6
387,5
388,3
389,6
390,7
391,5
392,7
393,6
394,5
395,6
396,3
397,7
398,7
399,5
400,7
401,6
402,6
403,6
404,5
405,3
406,4
407,6
408,6
409,6
410,6
411,3
412,5
413,5
414,6
415,6
416,6
417,6
418,5
419,5
420,7
421,6
422,5
423,3
424,6
425,6
426,6
427,6
428,5
429,6
430,3
431,6
432,5
433,3
434,6
435,4
436,6
437,5
438,5
439,5
440,5
441,7
442,6
443,3
444,6
445,6
446,5
447,5
448,5
449,6
450,6
451,3
452,5
453,3
454,3
455,3
456,7
457,5
458,6
459,5
460,5
461,6
462,5
463,6
464,4
465,5
466,6
467,6
468,6
469,5
470,5
471,5
472,3
473,6
474,5
475,3
476,6
477,8
478,7
479,3
480,3
481,7
482,3
483,5
484,8
485,3
486,5
487,3
488,5
489,6
490,3
491,6
492,5
493,7
494,5
495,6
496,6
497,5
498,6
499,6
500,3
501,6
502,3
503,7
504,3
505,5
506,6
507,3
508,6
509,7
510,6
511,5
512,6
513,6
514,3
515,5
516,3
517,3
518,3
519,5
520,5
521,3
522,5
523,3
524,6
525,5
526,7
527,6
528,3
529,6
530,5
531,5
532,6
533,5
534,3
535,7
536,6
537,6
538,4
539,5
540,6
541,5
542,3
543,6
544,6
545,6
546,3
547,5
548,6
549,3
550,6
551,6
552,3
553,3
554,5
555,6
556,3
557,5
558,3
559,3
560,5
561,3
562,6
563,3
564,7
565,3
566,6
567,7
568,5
569,5
570,6
571,5
572,5
573,6
574,6
575,4
576,6
577,5
578,5
579,5
580,6
581,6
582,5
583,5
584,3
585,3
586,7
587,7
588,5
589,3
590,7
591,5
592,6
593,6
594,5
595,5
596,5
597,7
598,3
599,6
600,6
601,3
602,3
603,7
604,5
605,6
606,5
607,5
608,7
609,3
610,8
611,5
612,6
613,6
614,6
615,3
616,5
617,6
618,3
619,3
620,6
621,3
622,6
623,3
624,5
625,6
626,5
627,3
628,5
629,3
630,5
631,5
632,5
633,5
634,5
635,7
636,3
637,3
638,8
639,5
640,6
641,6
642,6
643,5
644,5
645,6
646,6
647,6
648,6
649,5
650,6
651,5
652,6
653,7
654,6
655,5
656,6
657,6
658,6
659,5
660,7
661,6
662,6
663,3
664,3
665,3
666,6
667,6
668,6
669,5
670,6
671,5
672,5
673,3
674,3
675,5
676,6
677,6
678,7
679,3
680,6
681,6
682,3
683,5
684,3
685,7
686,6
687,6
688,5
689,3
690,7
691,5
692,5
693,3
694,6
695,6
696,3
697,6
698,5
699,6
700,7
701,5
702,6
703,3
704,6
705,6
706,5
707,6
708,5
709,5
710,5
711,5
712,6
713,5
714,3
715,6
716,5
717,6
718,6
719,3
720,6
721,6
722,8
723,5
724,3
725,6
726,3
727,4
728,7
729,6
730,3
731,7
732,5
733,3
734,3
735,6
736,5
737,7
738,6
739,3
740,6
741,3
742,6
743,3
744,6
745,6
746,3
747,3
748,6
749,3
750,6
751,5
752,5
753,5
754,6
755,7
756,5
757,6
758,3
759,6
760,5
761,5
762,6
763,7
764,6
765,6
766,5
767,6
768,5
769,6
770,5
771,3
772,6
773,3
774,3
775,6
776,6
777,6
778,6
779,5
780,7
781,5
782,5
783,5
784,3
785,5
786,5
787,5
788,5
789,6
790,6
791,6
792,6
793,3
794,7
795,6
796,6
797,5
798,6
799,5
800,5
801,5
802,3
803,6
804,5
805,3
806,5
807,7
808,3
809,6
810,6
811,3
812,3
813,7
814,6
815,5
816,5
817,3
818,3
819,5
820,6
821,5
822,5
823,5
824,8
825,3
826,6
827,5
828,3
829,6
830,3
831,6
832,6
833,3
834,6
835,6
836,3
837,7
838,5
839,5
840,5
841,5
842,3
843,5
844,6
845,6
846,6
847,7
848,7
849,3
850,5
851,7
852,5
853,6
854,5
855,3
856,6
857,6
858,5
859,6
860,5
861,6
862,3
863,5
864,6
865,3
866,3
867,7
868,5
869,6
870,7
871,7
872,3
873,6
874,5
875,5
876,3
877,6
878,3
879,6
880,5
881,6
