index,quality
0,3
1,3
2,3
3,6
4,7
5,6
6,3
7,3
8,6
9,6
10,6
11,5
12,7
13,6
14,3
15,5
16,6
17,6
18,6
19,5
20,6
21,6
22,5
23,3
24,6
25,5
26,5
27,5
28,5
29,5
30,7
31,3
32,5
33,5
34,3
35,3
36,5
37,5
38,6
39,3
40,6
41,3
42,6
43,3
44,6
45,7
46,5
47,5
48,5
49,6
50,5
51,5
52,3
53,4
54,5
55,3
56,6
57,3
58,5
59,6
60,5
61,6
62,6
63,3
64,3
65,6
66,5
67,5
68,5
69,3
70,5
71,5
72,5
73,5
74,6
75,5
76,6
77,3
78,3
79,6
80,3
81,6
82,5
83,5
84,6
85,6
86,5
87,5
88,6
89,3
90,6
91,6
92,6
93,6
94,6
95,7
96,6
97,6
98,6
99,3
100,5
101,6
102,5
103,5
104,5
105,6
106,6
107,6
108,7
109,5
110,6
111,3
112,6
113,5
114,5
115,6
116,6
117,7
118,7
119,6
120,6
121,5
122,3
123,6
124,6
125,5
126,3
127,6
128,6
129,7
130,3
131,5
132,3
133,5
134,5
135,6
136,6
137,7
138,5
139,5
140,5
141,3
142,5
143,5
144,5
145,5
146,7
147,5
148,8
149,6
150,5
151,8
152,6
153,5
154,6
155,5
156,3
157,3
158,6
159,5
160,5
161,6
162,6
163,3
164,3
165,5
166,5
167,6
168,3
169,3
170,5
171,3
172,6
173,5
174,3
175,3
176,6
177,5
178,3
179,3
180,6
181,6
182,7
183,7
184,5
185,6
186,6
187,6
188,5
189,6
190,3
191,3
192,5
193,3
194,6
195,6
196,7
197,5
198,3
199,5
200,6
201,5
202,6
203,5
204,5
205,5
206,6
207,3
208,6
209,6
210,7
211,5
212,5
213,6
214,3
215,6
216,5
217,3
218,6
219,6
220,6
221,3
222,6
223,6
224,7
225,6
226,6
227,5
228,6
229,5
230,6
231,7
232,7
233,6
234,6
235,6
236,6
237,6
238,6
239,3
240,6
241,6
242,6
243,3
244,7
245,3
246,6
247,6
248,5
249,3
250,5
251,6
252,6
253,7
254,6
255,6
256,6
257,3
258,6
259,6
260,7
261,5
262,5
263,3
264,5
265,5
266,6
267,5
268,6
269,6
270,6
271,5
272,3
273,5
274,6
275,5
276,3
277,7
278,5
279,6
280,3
281,6
282,3
283,6
284,3
285,3
286,3
287,6
288,5
289,6
290,5
291,5
292,5
293,6
294,5
295,3
296,8
297,5
298,5
299,7
300,7
301,6
302,5
303,5
304,3
305,5
306,3
307,7
308,5
309,3
310,6
311,5
312,3
313,5
314,6
315,6
316,5
317,5
318,3
319,6
320,5
321,5
322,6
323,5
324,4
325,3
326,5
327,3
328,6
329,6
330,5
331,7
332,6
333,5
334,5
335,3
336,5
337,6
338,6
339,6
340,6
341,3
342,3
343,6
344,5
345,3
346,6
347,3
348,5
349,6
350,5
351,6
352,5
353,6
354,6
355,5
356,6
357,6
358,3
359,6
360,5
361,5
362,3
363,3
364,3
365,6
366,5
367,3
368,3
369,6
370,6
371,6
372,3
373,5
374,3
375,5
376,5
377,6
378,3
379,6
380,7
381,6
382,7
383,3
384,5
385,6
386,6
387,5
388,3
389,3
390,3
391,5
392,7
393,3
394,5
395,6
396,5
397,6
398,7
399,6
400,7
401,6
402,6
403,6
404,3
405,5
406,4
407,3
408,6
409,5
410,6
411,3
412,3
413,5
414,6
415,3
416,6
417,6
418,5
419,5
420,6
421,6
422,5
423,3
424,5
425,6
426,6
427,6
428,5
429,5
430,7
431,5
432,5
433,3
434,3
435,5
436,6
437,5
438,5
439,5
440,5
441,6
442,3
443,3
444,3
445,6
446,5
447,4
448,5
449,6
450,6
451,3
452,5
453,6
454,6
455,3
456,7
457,3
458,6
459,5
460,3
461,6
462,5
463,3
464,5
465,5
466,6
467,6
468,6
469,5
470,5
471,5
472,3
473,6
474,5
475,6
476,6
477,6
478,7
479,3
480,6
481,7
482,6
483,5
484,3
485,3
486,5
487,6
488,3
489,6
490,7
491,6
492,5
493,7
494,5
495,6
496,5
497,5
498,3
499,6
500,6
501,6
502,3
503,7
504,6
505,5
506,6
507,3
508,3
509,7
510,3
511,5
512,6
513,6
514,3
515,5
516,5
517,3
518,3
519,5
520,5
521,3
522,5
523,3
524,6
525,5
526,6
527,6
528,6
529,6
530,3
531,3
532,6
533,3
534,3
535,3
536,6
537,6
538,5
539,5
540,6
541,5
542,3
543,6
544,6
545,6
546,3
547,5
548,6
549,6
550,6
551,6
552,6
553,6
554,5
555,6
556,3
557,5
558,5
559,3
560,5
561,3
562,5
563,3
564,7
565,3
566,6
567,7
568,6
569,3
570,6
571,3
572,5
573,6
574,6
575,4
576,6
577,5
578,5
579,5
580,6
581,6
582,5
583,5
584,6
585,3
586,6
587,7
588,3
589,3
590,7
591,5
592,3
593,6
594,5
595,3
596,3
597,7
598,3
599,3
600,6
601,3
602,6
603,3
604,5
605,6
606,5
607,5
608,7
609,3
610,8
611,5
612,6
613,3
614,6
615,7
616,5
617,6
618,6
619,3
620,6
621,6
622,6
623,3
624,5
625,6
626,5
627,3
628,5
629,6
630,5
631,5
632,6
633,5
634,5
635,7
636,5
637,6
638,3
639,5
640,5
641,6
642,6
643,5
644,5
645,6
646,3
647,6
648,6
649,5
650,6
651,5
652,3
653,7
654,3
655,5
656,3
657,6
658,6
659,5
660,7
661,6
662,6
663,3
664,3
665,6
666,3
667,3
668,6
669,5
670,6
671,5
672,5
673,3
674,3
675,5
676,5
677,6
678,7
679,7
680,6
681,6
682,7
683,5
684,3
685,3
686,6
687,6
688,5
689,3
690,7
691,3
692,5
693,6
694,3
695,6
696,6
697,3
698,5
699,6
700,6
701,5
702,3
703,3
704,5
705,6
706,5
707,6
708,5
709,5
710,5
711,5
712,3
713,5
714,3
715,6
716,5
717,6
718,3
719,3
720,3
721,6
722,8
723,5
724,3
725,3
726,6
727,4
728,7
729,6
730,3
731,6
732,5
733,6
734,7
735,6
736,5
737,7
738,6
739,5
740,6
741,3
742,5
743,3
744,6
745,6
746,3
747,3
748,5
749,3
750,6
751,5
752,5
753,5
754,6
755,7
756,5
757,6
758,5
759,6
760,5
761,5
762,3
763,7
764,6
765,6
766,5
767,3
768,5
769,6
770,3
771,3
772,6
773,5
774,3
775,6
776,6
777,5
778,6
779,5
780,7
781,5
782,5
783,5
784,5
785,5
786,5
787,5
788,3
789,6
790,6
791,6
792,6
793,3
794,3
795,6
796,6
797,5
798,6
799,5
800,5
801,5
802,6
803,6
804,5
805,6
806,5
807,7
808,3
809,3
810,6
811,3
812,3
813,6
814,6
815,5
816,5
817,6
818,6
819,5
820,6
821,5
822,5
823,5
824,8
825,6
826,6
827,5
828,7
829,6
830,3
831,3
832,6
833,3
834,7
835,6
836,3
837,7
838,5
839,5
840,5
841,5
842,3
843,5
844,6
845,5
846,6
847,3
848,7
849,3
850,5
851,7
852,5
853,6
854,5
855,5
856,6
857,6
858,5
859,5
860,5
861,3
862,3
863,5
864,3
865,3
866,3
867,7
868,5
869,6
870,7
871,7
872,6
873,6
874,5
875,5
876,6
877,5
878,6
879,5
880,3
881,3
