index,quality
0,2
1,0
2,2
3,0
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,0
12,2
13,2
14,0
15,0
16,2
17,2
18,2
19,0
20,2
21,2
22,0
23,2
24,2
25,0
26,0
27,0
28,0
29,0
30,2
31,2
32,0
33,0
34,2
35,2
36,0
37,0
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,0
47,2
48,0
49,2
50,0
51,0
52,2
53,0
54,0
55,2
56,2
57,0
58,0
59,2
60,0
61,2
62,2
63,0
64,2
65,2
66,0
67,0
68,2
69,0
70,0
71,0
72,0
73,2
74,2
75,0
76,0
77,2
78,2
79,2
80,2
81,2
82,0
83,0
84,2
85,0
86,0
87,0
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,0
101,2
102,2
103,0
104,2
105,2
106,2
107,2
108,2
109,0
110,2
111,2
112,2
113,0
114,0
115,2
116,2
117,2
118,2
119,2
120,2
121,0
122,2
123,2
124,0
125,0
126,2
127,2
128,2
129,2
130,0
131,0
132,0
133,0
134,0
135,2
136,2
137,2
138,0
139,0
140,0
141,2
142,0
143,0
144,0
145,0
146,2
147,2
148,2
149,2
150,0
151,2
152,2
153,0
154,2
155,2
156,0
157,0
158,2
159,0
160,0
161,2
162,2
163,2
164,2
165,0
166,2
167,2
168,0
169,0
170,0
171,0
172,2
173,0
174,2
175,0
176,2
177,0
178,2
179,0
180,2
181,2
182,2
183,2
184,0
185,2
186,2
187,2
188,0
189,2
190,2
191,2
192,0
193,2
194,2
195,2
196,2
197,0
198,0
199,0
200,2
201,0
202,2
203,0
204,0
205,0
206,2
207,2
208,2
209,2
210,2
211,0
212,0
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,0
228,2
229,0
230,2
231,2
232,2
233,2
234,2
235,2
236,0
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,0
249,2
250,0
251,2
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,0
262,0
263,2
264,0
265,0
266,2
267,0
268,2
269,2
270,2
271,0
272,0
273,0
274,2
275,0
276,2
277,2
278,0
279,2
280,2
281,2
282,2
283,0
284,2
285,2
286,0
287,2
288,0
289,2
290,0
291,0
292,0
293,2
294,0
295,2
296,2
297,0
298,0
299,2
300,2
301,2
302,0
303,0
304,2
305,0
306,0
307,2
308,0
309,0
310,2
311,0
312,2
313,0
314,2
315,2
316,0
317,0
318,2
319,2
320,0
321,0
322,2
323,0
324,0
325,2
326,0
327,2
328,2
329,2
330,2
331,2
332,2
333,0
334,0
335,2
336,0
337,2
338,2
339,2
340,2
341,2
342,2
343,2
344,0
345,2
346,0
347,2
348,0
349,2
350,0
351,2
352,0
353,2
354,2
355,0
356,2
357,2
358,2
359,2
360,0
361,2
362,0
363,2
364,2
365,2
366,0
367,0
368,2
369,2
370,2
371,2
372,0
373,0
374,2
375,0
376,0
377,2
378,2
379,2
380,2
381,2
382,2
383,2
384,0
385,2
386,2
387,0
388,2
389,0
390,2
391,0
392,2
393,2
394,0
395,2
396,2
397,2
398,2
399,2
400,2
401,2
402,2
403,2
404,2
405,0
406,2
407,2
408,2
409,2
410,2
411,2
412,2
413,0
414,2
415,2
416,2
417,2
418,0
419,2
420,2
421,2
422,0
423,2
424,0
425,2
426,2
427,2
428,0
429,0
430,2
431,0
432,0
433,2
434,2
435,0
436,2
437,0
438,0
439,0
440,0
441,2
442,2
443,2
444,2
445,2
446,0
447,0
448,0
449,2
450,2
451,2
452,0
453,2
454,2
455,0
456,2
457,2
458,2
459,0
460,0
461,2
462,0
463,0
464,0
465,0
466,2
467,2
468,2
469,0
470,0
471,0
472,0
473,2
474,0
475,2
476,2
477,2
478,2
479,2
480,2
481,2
482,2
483,0
484,2
485,2
486,0
487,2
488,0
489,0
490,2
491,2
492,0
493,2
494,0
495,2
496,2
497,0
498,2
499,2
500,2
501,2
502,2
503,2
504,2
505,0
506,2
507,2
508,2
509,2
510,0
511,0
512,2
513,2
514,2
515,0
516,0
517,2
518,2
519,0
520,0
521,0
522,0
523,2
524,2
525,0
526,2
527,2
528,2
529,2
530,0
531,0
532,2
533,0
534,2
535,2
536,2
537,2
538,0
539,0
540,2
541,0
542,2
543,0
544,2
545,2
546,2
547,0
548,2
549,2
550,2
551,2
552,2
553,2
554,0
555,2
556,0
557,0
558,0
559,2
560,0
561,0
562,2
563,2
564,2
565,2
566,2
567,2
568,2
569,0
570,2
571,0
572,0
573,2
574,2
575,0
576,2
577,0
578,0
579,0
580,2
581,2
582,0
583,0
584,2
585,2
586,2
587,2
588,0
589,2
590,2
591,0
592,2
593,2
594,0
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,0
605,2
606,0
607,0
608,2
609,2
610,2
611,0
612,2
613,0
614,2
615,2
616,0
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,0
625,2
626,0
627,2
628,0
629,2
630,0
631,0
632,2
633,0
634,0
635,2
636,0
637,2
638,2
639,0
640,0
641,2
642,2
643,0
644,2
645,2
646,2
647,2
648,2
649,0
650,2
651,0
652,2
653,2
654,2
655,0
656,2
657,2
658,2
659,0
660,2
661,0
662,2
663,0
664,2
665,0
666,2
667,0
668,2
669,0
670,2
671,0
672,0
673,2
674,0
675,0
676,0
677,2
678,2
679,2
680,2
681,2
682,2
683,0
684,2
685,2
686,2
687,2
688,0
689,2
690,2
691,2
692,0
693,2
694,2
695,2
696,2
697,2
698,0
699,2
700,2
701,0
702,2
703,2
704,0
705,2
706,0
707,2
708,0
709,0
710,0
711,0
712,2
713,0
714,2
715,2
716,0
717,2
718,2
719,2
720,2
721,2
722,2
723,0
724,0
725,2
726,2
727,0
728,2
729,2
730,0
731,2
732,0
733,0
734,2
735,2
736,0
737,2
738,2
739,0
740,2
741,2
742,2
743,0
744,2
745,2
746,2
747,2
748,0
749,0
750,2
751,0
752,0
753,2
754,2
755,2
756,0
757,2
758,0
759,2
760,0
761,0
762,2
763,2
764,2
765,2
766,0
767,2
768,0
769,2
770,0
771,2
772,2
773,0
774,2
775,2
776,2
777,0
778,2
779,0
780,2
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,2
790,2
791,2
792,2
793,2
794,2
795,2
796,2
797,0
798,2
799,0
800,0
801,0
802,2
803,2
804,0
805,2
806,0
807,2
808,2
809,2
810,2
811,2
812,0
813,2
814,2
815,0
816,2
817,2
818,2
819,0
820,2
821,0
822,2
823,0
824,2
825,2
826,2
827,0
828,2
829,2
830,2
831,2
832,2
833,2
834,2
835,2
836,2
837,2
838,0
839,0
840,0
841,0
842,2
843,0
844,2
845,0
846,2
847,2
848,2
849,2
850,0
851,2
852,0
853,2
854,0
855,0
856,2
857,2
858,0
859,2
860,0
861,2
862,2
863,0
864,2
865,2
866,2
867,2
868,0
869,2
870,2
871,2
872,2
873,2
874,0
875,0
876,2
877,2
878,2
879,2
880,0
881,2
882,0
883,0
884,0
885,2
886,0
887,2
888,2
889,0
890,2
891,2
892,2
893,0
894,0
895,0
896,0
897,2
898,2
899,2
900,2
901,2
902,0
903,2
904,0
905,2
906,0
907,2
908,0
909,2
910,2
911,2
912,0
913,2
914,2
915,2
916,2
917,2
918,0
919,0
920,2
921,2
922,2
923,2
924,2
925,0
926,2
927,0
928,2
929,2
930,0
931,2
932,0
933,2
934,0
935,0
936,0
937,2
938,0
939,2
940,0
941,2
942,2
943,0
944,2
945,0
946,2
947,0
948,2
949,2
950,2
951,2
952,0
953,2
954,0
955,2
956,2
957,2
958,2
959,2
960,0
961,0
962,0
963,0
964,2
965,0
966,0
967,0
968,0
969,2
970,2
971,2
972,2
973,2
974,2
975,0
976,2
977,2
978,2
979,2
980,0
981,2
982,2
983,0
984,0
985,2
986,2
987,0
988,0
989,0
990,2
991,2
992,2
993,2
994,2
995,2
996,2
997,0
998,2
999,2
