index,quality
0,4
1,6
2,6
3,6
4,6
5,6
6,6
7,6
8,6
9,7
10,6
11,5
12,7
13,6
14,5
15,5
16,6
17,6
18,6
19,5
20,6
21,6
22,5
23,7
24,6
25,5
26,5
27,6
28,5
29,5
30,7
31,6
32,5
33,6
34,5
35,5
36,6
37,5
38,6
39,6
40,6
41,5
42,6
43,5
44,6
45,6
46,5
47,6
48,5
49,6
50,5
51,5
52,6
53,5
54,5
55,5
56,6
57,5
58,5
59,6
60,5
61,5
62,5
63,6
64,6
65,6
66,5
67,5
68,5
69,5
70,5
71,5
72,5
73,6
74,6
75,5
76,5
77,6
78,6
79,7
80,6
81,6
82,5
83,5
84,6
85,6
86,5
87,5
88,6
89,6
90,7
91,6
92,6
93,7
94,6
95,7
96,6
97,6
98,6
99,7
100,6
101,5
102,5
103,6
104,6
105,6
106,6
107,6
108,7
109,5
110,6
111,6
112,6
113,5
114,6
115,6
116,6
117,7
118,8
119,6
120,6
121,5
122,6
123,7
124,5
125,5
126,5
127,6
128,6
129,8
130,5
131,6
132,4
133,5
134,5
135,6
136,6
137,7
138,5
139,5
140,5
141,6
142,6
143,5
144,5
145,5
146,7
147,5
148,8
149,6
150,6
151,8
152,6
153,5
154,6
155,5
156,5
157,5
158,6
159,5
160,6
161,6
162,6
163,6
164,7
165,5
166,5
167,6
168,6
169,6
170,5
171,5
172,6
173,5
174,6
175,5
176,6
177,6
178,5
179,6
180,6
181,5
182,6
183,7
184,5
185,6
186,6
187,6
188,5
189,6
190,6
191,5
192,6
193,6
194,5
195,6
196,6
197,5
198,5
199,5
200,6
201,6
202,6
203,5
204,5
205,6
206,6
207,6
208,6
209,5
210,7
211,5
212,5
213,5
214,6
215,6
216,6
217,4
218,6
219,7
220,6
221,6
222,6
223,7
224,7
225,6
226,6
227,6
228,6
229,5
230,7
231,7
232,7
233,6
234,6
235,6
236,5
237,6
238,6
239,7
240,6
241,6
242,6
243,6
244,6
245,6
246,5
247,6
248,5
249,7
250,5
251,5
252,7
253,7
254,6
255,6
256,6
257,7
