id,count
0,81.90756
1,249.87592
2,37.49447
4,90.151375
5,70.23542
10,111.914314
11,142.3234
12,254.90025
15,71.69601
17,33.577347
18,250.85382
23,238.62057
25,184.96309
26,65.99416
31,203.73723
39,223.93367
40,55.106396
41,90.66523
42,
43,188.52759
51,245.55048
52,74.634895
54,86.960655
60,145.37503
61,199.08904
62,138.48117
63,51.087536
65,119.60326
66,109.7638
68,223.68845
71,57.60485
80,74.13201
82,
94,182.67331
98,224.91658
101,77.714424
102,165.59145
107,63.51437
112,292.99335
113,84.60121
115,
116,162.68558
120,90.85844
121,92.82151
122,256.93112
132,194.85434
143,26.323475
147,
150,58.808582
151,54.35504
152,239.90775
153,77.61094
155,79.970406
156,75.5718
159,219.0946
161,85.57705
163,68.388985
177,184.90518
186,82.60715
188,68.49253
190,85.99399
191,92.292114
192,205.2404
195,244.88484
200,212.2752
209,236.27701
210,75.58517
211,278.22644
214,180.06015
215,74.33578
218,148.27975
219,41.46321
222,91.05718
225,65.5218
228,262.63297
236,233.23293
241,76.11044
242,196.28633
243,253.12581
245,74.775894
247,233.14226
251,210.07472
252,83.02844
253,53.519627
254,80.235664
258,226.21751
260,
261,204.25867
265,57.655937
266,221.09074
267,229.1822
269,178.31401
270,
275,139.78093
278,77.68983
279,42.801567
286,97.68806
287,63.849125
288,213.33977
289,202.28833
293,76.79069
294,209.25557
297,
302,95.23845
303,74.90375
304,76.43161
307,112.53967
309,63.237293
311,234.92982
312,98.0868
314,227.00684
315,245.97498
319,215.4421
322,148.60674
323,
325,196.7088
327,230.50975
330,61.757244
332,225.71489
333,70.53959
338,131.52895
341,76.684105
345,91.47698
348,173.05229
349,78.47567
350,102.16985
352,
355,52.713505
356,
358,
363,181.8243
369,209.73987
371,62.474804
372,216.01523
375,246.30176
380,196.03452
388,69.93931
391,
392,216.2208
393,250.78647
394,87.3619
396,65.007866
401,70.58723
407,48.654064
409,61.71874
410,111.553665
416,116.91242
418,106.38214
420,202.21165
421,267.7009
422,205.13948
424,252.8793
428,226.41849
429,254.77686
431,188.85526
435,26.083448
439,95.7752
441,23.135908
447,65.55151
449,227.21962
451,229.87251
452,83.66047
454,209.82599
458,264.77264
463,173.079
467,69.44772
470,87.13231
471,157.84496
474,237.23979
478,80.6746
483,100.991806
484,179.19505
485,72.338615
486,164.21078
491,104.5338
494,92.38297
495,211.58142
497,192.76094
499,239.43091
515,129.4295
518,202.436
521,95.6897
525,
529,221.64076
532,156.94922
534,63.187916
540,62.226803
544,257.48096
547,201.9166
549,72.13892
563,54.310055
564,219.2066
567,100.259056
572,158.94414
577,207.098
578,253.62645
585,234.69084
588,223.33849
589,176.83318
590,116.1927
592,80.353424
594,88.44119
596,76.24583
598,244.63994
599,185.66531
605,87.43795
606,155.27841
607,218.54764
608,222.14342
609,
610,217.37778
611,103.59642
614,
615,187.42102
616,226.09813
617,161.9878
618,219.16158
624,100.540184
629,183.86302
631,77.970146
633,90.6735
637,77.5234
638,131.81076
643,
644,192.07187
645,66.444664
646,205.78976
648,173.46155
650,81.75715
651,92.37999
652,240.28069
656,178.54329
657,84.86109
659,74.28864
660,192.50612
662,116.313774
665,247.60143
675,
681,178.50558
682,179.50691
685,70.15467
686,223.16478
689,72.730736
696,155.13791
703,200.09245
704,107.157295
705,173.83969
714,208.47784
717,81.51241
718,81.342155
720,79.5943
721,268.58792
723,210.31404
726,93.838104
728,195.19563
730,91.37118
731,82.35577
734,257.50946
737,59.116432
738,73.138695
745,241.90576
746,77.17231
749,210.57025
752,68.51872
753,90.62844
758,205.25557
765,81.58852
766,246.85516
768,61.52177
769,222.82248
774,185.52292
775,105.276375
781,
784,239.54086
794,95.419174
795,236.88405
796,68.662315
802,92.008766
803,103.286736
805,64.5764
806,228.96321
807,113.6319
809,65.87557
810,212.70337
812,91.62527
814,96.80727
818,221.70424
819,239.34625
825,11.325008
836,103.09887
839,166.84741
847,238.45352
848,94.082726
851,200.58989
852,170.69235
853,27.102402
857,193.56714
858,78.91331
859,199.07516
861,17.516775
867,156.44809
870,211.03036
871,216.745
872,272.51636
874,285.24542
881,240.38966
886,165.80727
890,
895,188.55916
899,60.617313
900,225.73773
901,229.75766
902,236.87709
903,87.36751
913,244.67705
918,244.46976
923,174.53719
924,70.820175
926,62.96564
927,76.350395
930,193.6554
934,57.483204
937,202.36508
939,148.06543
941,85.91457
942,261.26358
946,221.58435
950,118.18572
953,77.26106
959,35.81049
961,57.812416
962,94.33374
964,62.625576
969,198.94582
971,149.11012
976,76.230965
978,220.04187
980,231.77136
981,195.20558
990,234.82803
993,73.41978
996,81.308205
998,255.5586
999,205.91032
1006,156.9549
1008,75.16941
1013,79.66892
1015,101.27068
1016,161.39182
1022,222.3026
1026,215.34265
1028,245.7815
1031,24.575832
1034,
1037,235.72615
1040,
1042,78.61948
1046,97.56767
1048,108.69675
1049,155.78708
1050,
1051,225.78575
1052,216.73842
1055,95.96548
1060,170.06735
1064,92.330986
1066,75.39777
1071,151.17273
1073,77.7143
1089,233.40125
1091,124.07275
1092,72.42162
1093,225.26167
1096,230.47871
1097,214.51398
1098,62.569607
1099,67.74978
1102,237.0076
1107,86.925896
1109,90.00506
1111,18.658228
1112,131.0402
1114,286.21442
1116,236.55566
1117,178.77998
1118,82.27688
1122,
1124,203.52945
1127,94.81035
1133,247.0627
1134,71.42882
1135,176.05396
1139,237.2078
1143,
1150,94.097786
1151,121.457
1153,228.71927
1155,74.005806
1162,64.08948
1163,199.53215
1166,21.966448
1171,66.084045
1172,62.198036
1173,239.66351
1174,91.56634
1177,99.145294
1178,78.860634
1184,86.61908
1185,120.271416
1186,100.71146
1187,221.13226
1188,251.03685
1191,188.34991
1207,110.031044
1213,74.84908
1215,175.41321
1223,236.83214
1227,136.91374
1236,
1237,
1238,88.511246
1241,64.58364
1248,73.669624
1250,67.19981
1251,213.30124
1253,95.480354
1255,120.96045
1257,246.64183
1261,107.85793
1262,249.49057
1265,181.73271
1273,238.14948
1277,220.75784
1278,133.30037
1280,92.50498
1284,175.37074
1285,242.38484
1288,82.81528
1295,120.756584
1297,272.30563
1299,240.73111
1304,215.59656
1308,72.56571
1310,109.240524
1311,143.0591
1314,92.90897
1315,122.38843
1318,38.650753
1320,256.19543
1321,228.13718
1322,210.74908
1330,175.18593
1333,217.94911
1334,197.5505
1341,205.98415
1344,163.14442
1351,209.6206
1354,40.81232
1356,
1363,145.36569
1365,212.81413
1369,160.52492
1373,94.66566
1375,127.31397
1377,49.246353
1379,200.78271
1380,230.10973
1381,99.53419
1384,181.77881
1390,219.05386
1393,231.41739
1395,
1399,218.87599
1400,89.32699
1401,95.816895
1404,212.41959
1408,77.862465
1409,30.30464
1413,203.77048
1416,225.7751
1418,113.329475
1423,94.25075
1424,58.802704
1425,71.77839
1433,263.85794
1434,171.79625
1436,227.05515
1442,226.06448
1444,56.65649
1445,189.27434
1452,235.36139
1455,213.19012
1462,
1467,29.939432
1472,82.17841
1475,97.19202
1493,163.07628
1501,204.88069
1503,238.7886
1504,242.20557
1505,59.08627
1511,248.30952
1512,
1513,160.25732
1514,89.8555
1528,253.5323
1533,261.7836
1534,59.893665
1536,197.00261
1537,76.962425
1539,79.2565
1550,212.70592
1552,198.15323
1554,214.23291
1555,244.69582
1556,32.383392
1559,69.93843
1563,234.07683
1566,230.90488
1567,87.340904
1568,74.94016
1571,214.09001
1572,64.067986
1574,
1577,79.43751
1583,42.01957
1585,76.13317
1586,227.0228
1587,217.84547
1596,188.56927
1602,79.76912
1604,84.32603
1605,51.204456
1610,241.2472
1611,118.73945
1616,81.071686
1617,130.81792
1618,68.97829
1622,61.209316
1623,53.155888
1628,238.95296
1631,53.270245
1632,224.56013
1633,211.24214
1634,240.03699
1636,214.75648
1637,145.92226
1643,91.04075
1644,136.52827
1646,96.528534
1648,209.87907
1651,81.30656
1656,66.93388
1658,146.96573
1659,66.10125
1665,87.62295
1666,141.22813
1670,95.6645
1674,196.23485
1679,247.73085
1680,241.10297
1683,256.73117
1686,53.75539
1691,131.06467
1693,60.568737
1696,82.915596
1697,108.41261
1703,89.01151
1706,56.509
1709,210.59377
1710,73.96258
1712,
1713,172.41486
1718,259.68045
1719,213.54547
1722,236.4233
1723,176.65916
1724,230.32834
1728,61.045643
1730,83.23409
1732,69.09444
1737,47.982006
1745,52.4269
1747,79.3688
1748,81.93206
1755,118.175354
1759,76.90562
1761,231.52289
1764,190.81145
1765,193.45982
1766,55.979015
1768,57.783985
1770,69.213
1771,199.5105
1774,103.07574
1785,159.69879
1788,241.25659
1792,75.43058
1794,205.75517
1797,135.44543
1798,54.64205
1799,261.39728
1802,131.761
1806,68.40443
1808,85.891075
1810,228.94717
1818,23.321753
1819,249.38866
1820,255.8974
1822,206.34929
1826,245.89185
1827,203.48369
1835,79.90948
1841,115.03745
1842,130.21745
1843,87.05157
1846,54.951984
1849,67.136635
1850,258.58966
1851,106.30451
1857,
1858,199.50374
1860,100.73572
1861,219.60312
1864,89.06714
1869,237.96153
1871,
1872,20.446724
1875,68.73335
1878,269.72183
1879,223.75806
1885,51.08623
1888,99.569855
1889,49.76022
1890,116.64777
1896,156.24792
1897,240.66974
1898,
1900,73.43458
1905,80.04293
1908,94.10927
1909,122.70331
1913,
1918,103.46308
1922,289.1531
1923,165.0324
1925,210.0176
1926,154.99309
1927,243.00916
1930,213.45148
1935,78.5852
1939,100.94712
1942,105.21565
1943,
1948,282.33862
1949,221.94974
1951,128.11401
1953,118.963776
1959,
1963,73.47735
1967,197.95523
1973,218.10182
1975,82.899864
1976,40.144512
1990,122.8629
1993,110.90678
1997,86.53425
1999,165.4178
2001,199.03372
2004,61.693073
2010,131.01395
2013,149.52376
2017,239.65672
2021,112.22294
2023,80.00533
2026,201.58647
2037,72.1778
2039,91.586494
2041,66.087135
2046,72.22364
2050,81.62463
2060,221.12175
2067,120.18179
2069,205.3732
2072,222.88411
2074,204.24568
2079,150.92477
2083,67.34118
2085,88.438515
2087,62.163708
2093,171.59872
2094,71.07351
2097,84.09908
2103,96.87156
2104,
2107,248.40564
2108,54.81776
2110,38.845917
2115,245.34933
2117,72.695045
2125,244.8364
2127,276.53308
2133,62.523785
2134,267.21097
2135,133.30641
2141,243.736
2143,61.394733
2145,51.887653
2146,83.4484
2147,220.86499
2148,
2149,
2165,111.5254
2166,181.8787
2177,101.68756
