id,count
0,74.61262
1,235.96022
2,15.473431
4,48.15882
5,65.32703
10,106.14917
11,125.10452
12,295.13882
15,48.714397
17,24.004559
18,295.93472
23,239.43109
25,114.148254
26,50.282227
31,217.66318
39,111.14789
40,55.374855
41,81.30766
42,
43,158.61127
51,179.26108
52,73.52773
54,33.489758
60,141.5476
61,84.1419
62,49.013462
63,29.593191
65,110.809555
66,97.66782
68,115.80049
71,56.795612
80,49.14318
82,
94,127.40097
98,270.18152
101,17.556454
102,148.69467
107,48.022503
112,170.59337
113,15.825712
115,
116,126.26385
120,94.84097
121,73.253494
122,330.95227
132,183.30653
143,12.979378
147,
150,40.325005
151,54.064964
152,192.06088
153,62.766907
155,12.863492
156,26.555798
159,167.42094
161,91.92369
163,42.972992
177,160.97694
186,29.791077
188,50.09928
190,80.45417
191,96.8834
192,199.75366
195,248.61378
200,186.83835
209,288.8597
210,24.804422
211,109.025444
214,216.93073
215,47.24846
218,93.048065
219,47.17841
222,89.95301
225,51.60789
228,321.0715
236,171.05334
241,67.53922
242,116.667496
243,192.14479
245,50.827084
247,250.77841
251,73.86225
252,81.20423
253,40.010128
254,84.69147
258,273.12338
260,
261,95.19262
265,55.156075
266,276.70892
267,147.96327
269,166.27443
270,
275,87.934845
278,39.983086
279,52.53034
286,86.568275
287,43.1915
288,215.07956
289,172.42828
293,48.887157
294,116.8185
297,
302,80.89623
303,15.306673
304,113.17601
307,105.751175
309,44.061256
311,157.9551
312,75.265816
314,176.97337
315,207.07228
319,173.35641
322,134.69614
323,
325,136.544
327,227.8193
330,35.829678
332,185.51479
333,40.76359
338,110.95874
341,9.547089
345,76.617355
348,172.75706
349,49.260525
350,100.582756
352,
355,35.319946
356,
358,
363,98.819626
369,137.56496
371,36.5303
372,80.173225
375,301.93506
380,86.51578
388,44.224777
391,
392,153.19377
393,227.29549
394,84.45053
396,22.028822
401,60.850548
407,29.715042
409,50.136547
410,43.070683
416,112.23812
418,107.38763
420,150.15675
421,110.76467
422,79.46332
424,291.8299
428,145.74168
429,223.7632
431,205.7399
435,30.99135
439,102.235596
441,27.481537
447,46.929943
449,114.42322
451,78.96838
452,23.904116
454,181.96593
458,245.50192
463,140.52342
467,27.151474
470,73.944626
471,167.3372
474,290.36124
478,35.81015
483,92.23333
484,134.83162
485,58.498707
486,115.83404
491,96.10288
494,85.00401
495,196.11223
497,214.65666
499,110.04572
515,67.43803
518,197.48607
521,90.49132
525,
529,210.51962
532,151.37791
534,19.991203
540,49.673313
544,297.5497
547,176.44511
549,41.425327
563,55.515327
564,150.27533
567,94.26458
572,116.38162
577,116.44989
578,258.92212
585,197.65642
588,110.583954
589,130.76138
590,129.46442
592,51.161457
594,61.938828
596,39.967022
598,232.61658
599,138.84937
605,39.14786
606,57.75806
607,241.52989
608,193.63373
609,
610,238.12845
611,27.945477
614,
615,173.74869
616,235.63144
617,93.27769
618,223.79608
624,89.48555
629,131.59352
631,57.43977
633,68.30682
637,22.213245
638,92.20264
643,
644,175.8519
645,34.06513
646,191.49075
648,142.56664
650,67.1246
651,86.755646
652,258.0702
656,176.61127
657,40.955208
659,25.834732
660,173.88269
662,105.46021
665,252.1784
675,
681,157.48135
682,110.876976
685,52.316116
686,156.99857
689,32.713932
696,140.67665
703,200.64377
704,99.98454
705,194.44783
714,206.9902
717,77.32002
718,56.526443
720,82.7739
721,264.7955
723,209.19034
726,78.42711
728,118.934204
730,83.444084
731,19.41198
734,308.48218
737,46.84085
738,43.193172
745,96.64261
746,56.806313
749,212.65726
752,53.948612
753,59.6978
758,229.49384
765,52.54658
766,219.85822
768,45.609467
769,189.49677
774,112.17145
775,116.80292
781,
784,240.90952
794,48.43056
795,288.7398
796,43.76366
802,68.49604
803,87.70672
805,57.937218
806,289.4638
807,73.086624
809,48.256763
810,113.653824
812,85.64897
814,96.97047
818,260.35507
819,153.64644
825,34.852264
836,10.139361
839,72.04995
847,259.7722
848,79.15359
851,119.66579
852,139.15016
853,52.187176
857,159.18544
858,52.112827
859,222.48885
861,32.008774
867,94.3044
870,130.53723
871,228.65558
872,177.42065
874,339.30466
881,176.19322
886,135.39917
890,
895,138.22517
899,57.993603
900,255.54144
901,250.00452
902,191.15588
903,62.194057
913,243.13806
918,208.83794
923,188.13492
924,26.824947
926,48.566517
927,52.42232
930,199.16579
934,55.029408
937,212.62459
939,147.87605
941,83.05697
942,302.351
946,265.85648
950,94.28046
953,75.24511
959,17.838701
961,48.65635
962,29.795856
964,50.060642
969,162.06493
971,134.34454
976,56.825195
978,238.92218
980,230.25671
981,75.11703
990,291.61246
993,30.030819
996,53.245575
998,283.69467
999,172.7016
1006,127.34564
1008,26.956139
1013,66.41001
1015,95.51223
1016,113.37127
1022,207.65236
1026,236.92476
1028,131.59558
1031,17.568754
1034,
1037,128.60739
1040,
1042,59.653683
1046,47.455715
1048,67.38272
1049,119.24435
1050,
1051,128.65514
1052,240.84964
1055,72.52805
1060,146.43576
1064,49.903557
1066,39.97765
1071,55.474865
1073,33.21195
1089,106.38063
1091,116.906525
1092,79.6679
1093,229.21674
1096,219.9835
1097,212.09381
1098,46.173176
1099,34.310493
1102,159.5394
1107,73.58799
1109,47.45054
1111,15.862131
1112,111.29086
1114,308.41376
1116,268.92172
1117,121.549545
1118,59.062656
1122,
1124,173.96916
1127,101.56179
1133,163.80753
1134,17.081818
1135,179.17581
1139,261.0246
1143,
1150,99.972855
1151,111.14022
1153,242.6786
1155,55.345158
1162,47.764565
1163,203.8577
1166,26.928022
1171,49.65542
1172,50.37738
1173,228.80959
1174,61.11178
1177,100.97851
1178,78.837265
1184,71.21361
1185,118.3797
1186,77.24133
1187,170.64998
1188,271.11636
1191,159.57541
1207,128.05507
1213,47.891167
1215,76.92069
1223,105.53905
1227,124.39219
1236,
1237,
1238,48.787518
1241,42.42218
1248,44.908916
1250,47.597466
1251,145.83577
1253,97.83121
1255,81.673325
1257,152.0538
1261,94.58772
1262,257.30692
1265,104.553894
1273,210.57741
1277,190.82626
1278,75.30583
1280,63.223843
1284,165.42287
1285,255.82071
1288,45.59964
1295,132.36568
1297,171.31355
1299,258.32797
1304,193.65906
1308,56.667614
1310,104.99584
1311,63.25043
1314,74.73012
1315,46.614994
1318,62.675476
1320,338.66534
1321,289.36646
1322,204.86342
1330,85.84298
1333,164.38293
1334,112.21049
1341,110.85193
1344,178.78497
1351,131.88689
1354,11.244774
1356,
1363,134.84193
1365,173.05597
1369,102.21006
1373,85.246925
1375,130.84056
1377,59.86563
1379,86.631454
1380,240.41954
1381,105.20042
1384,190.20435
1390,128.55905
1393,219.77118
1395,
1399,236.61983
1400,91.127464
1401,94.66163
1404,148.37454
1408,11.720352
1409,39.04497
1413,232.99542
1416,260.27954
1418,101.301834
1423,64.12445
1424,46.98941
1425,31.401005
1433,241.82451
1434,149.11772
1436,232.52484
1442,237.04968
1444,61.697037
1445,184.5697
1452,131.89865
1455,181.03229
1462,
1467,27.014614
1472,56.096275
1475,92.29681
1493,109.47129
1501,223.44632
1503,273.5062
1504,226.50008
1505,50.251198
1511,178.38736
1512,
1513,117.11506
1514,65.10617
1528,211.81012
1533,196.924
1534,46.875496
1536,199.24117
1537,84.92829
1539,77.68641
1550,158.0987
1552,178.98819
1554,203.37656
1555,237.50311
1556,24.916311
1559,34.664658
1563,125.200745
1566,114.27066
1567,68.361115
1568,6.6119957
1571,210.32364
1572,46.350845
1574,
1577,39.704098
1583,10.679113
1585,45.201717
1586,200.97885
1587,187.31708
1596,128.68118
1602,24.289875
1604,36.091305
1605,22.588327
1610,244.66534
1611,98.64622
1616,41.96773
1617,109.987045
1618,45.178535
1622,49.61803
1623,57.76104
1628,239.11325
1631,17.746464
1632,169.27335
1633,256.08594
1634,310.94086
1636,125.83873
1637,120.09779
1643,94.98152
1644,78.978546
1646,76.208595
1648,182.53912
1651,48.15456
1656,39.052204
1658,158.82257
1659,52.967228
1665,33.00235
1666,146.17535
1670,69.40496
1674,137.17036
1679,159.26962
