id,count
0,101.97038
1,237.1201
2,80.38257
4,111.45442
5,114.038055
10,140.7368
11,148.43108
12,216.91234
15,79.07268
17,43.263107
18,226.56334
23,218.89244
25,181.07085
26,89.304245
31,202.55302
39,194.85426
40,62.76622
41,148.17528
42,
43,186.1132
51,223.64214
52,72.68205
54,95.42403
60,174.93883
61,200.88539
62,160.06407
63,54.252945
65,146.60753
66,135.12645
68,194.27003
71,62.908737
80,98.0045
82,
94,195.80327
98,211.60991
101,94.149124
102,181.69572
107,114.64436
112,231.53261
113,87.486565
115,
116,171.88628
120,95.44621
121,85.94203
122,231.5131
132,178.38591
143,62.408356
147,
150,77.74115
151,76.91127
152,217.158
153,97.89592
155,87.73701
156,118.50084
159,205.56346
161,91.78764
163,89.34422
177,183.16112
186,94.27077
188,72.11424
190,87.204575
191,102.620285
192,186.56859
195,221.752
200,186.98674
209,217.88469
210,80.24783
211,242.35057
214,183.22807
215,97.465836
218,162.0035
219,53.3945
222,107.05846
225,69.68077
228,233.55913
236,217.38054
241,83.99339
242,190.3914
243,230.89653
245,78.738144
247,222.50371
251,201.12953
252,89.9041
253,79.187416
254,85.308914
258,216.4381
260,
261,190.51018
265,73.79747
266,211.52446
267,209.22011
269,177.03362
270,
275,159.06352
278,88.89531
279,63.904633
286,115.02605
287,69.80406
288,208.69841
289,185.6856
293,89.40703
294,191.80054
297,
302,122.15704
303,81.22371
304,119.614006
307,147.83202
309,73.14122
311,212.78703
312,145.5265
314,215.1364
315,224.1082
319,197.69792
322,165.7871
323,
325,199.60126
327,211.46434
330,71.788895
332,208.60252
333,85.847824
338,167.51463
341,90.1878
345,154.44218
348,167.08849
349,103.413315
350,131.59245
352,
355,57.730972
356,
358,
363,185.42595
369,202.0496
371,79.13629
372,207.68852
375,225.5872
380,201.19337
388,89.373886
391,
392,193.81078
393,223.88817
394,99.50311
396,69.44377
401,70.387955
407,52.435043
409,89.882065
410,144.66106
416,126.12497
418,131.20573
420,201.33916
421,218.80788
422,202.59416
424,229.80522
428,205.09055
429,222.67715
431,179.43529
435,24.962723
439,117.64079
441,62.09305
447,87.19124
449,207.64476
451,215.55183
452,91.57378
454,188.44633
458,220.92058
463,186.68895
467,85.13541
470,143.82616
471,163.96666
474,215.89824
478,101.799484
483,118.56349
484,172.58527
485,88.66765
486,181.08641
491,140.13942
494,113.87485
495,200.86018
497,191.94298
499,223.66737
515,151.31236
518,194.13103
521,108.016464
525,
529,208.66441
532,180.93803
534,73.52196
540,83.44945
544,229.2816
547,193.87663
549,97.48912
563,68.58763
564,213.16252
567,125.3141
572,172.77898
577,190.79288
578,230.53557
585,220.94862
588,212.59172
589,187.4669
590,143.08684
592,93.812744
594,144.98067
596,84.43025
598,219.91093
599,190.68639
605,94.48131
606,168.58794
607,204.59276
608,201.40538
609,
610,206.72978
611,113.26933
614,
615,183.71391
616,204.53581
617,168.82158
