ID,Calories_Burned
TEST_0000,186.76439
TEST_0001,207.91362
TEST_0002,60.154278
TEST_0003,170.3212
TEST_0004,235.55434
TEST_0005,192.84602
TEST_0006,107.83957
TEST_0007,50.619385
TEST_0008,91.925575
TEST_0009,59.527615
TEST_0010,128.71677
TEST_0011,55.779747
TEST_0012,18.484144
TEST_0013,200.49422
TEST_0014,244.5063
TEST_0015,20.959822
TEST_0016,109.02136
TEST_0017,143.2969
TEST_0018,172.07515
TEST_0019,10.8666315
TEST_0020,60.447315
TEST_0021,98.240166
TEST_0022,37.35669
TEST_0023,91.60317
TEST_0024,30.161283
TEST_0025,136.60628
TEST_0026,121.748085
TEST_0027,204.05241
TEST_0028,129.94977
TEST_0029,105.03929
TEST_0030,27.210478
TEST_0031,253.10193
TEST_0032,62.985195
TEST_0033,53.49296
TEST_0034,150.29652
TEST_0035,123.96724
TEST_0036,43.817535
TEST_0037,140.02513
TEST_0038,15.418921
TEST_0039,137.21736
TEST_0040,222.8716
TEST_0041,182.60286
TEST_0042,155.70847
TEST_0043,62.69473
TEST_0044,70.49436
TEST_0045,57.484352
TEST_0046,85.09025
TEST_0047,214.53503
TEST_0048,150.13484
TEST_0049,137.6775
TEST_0050,19.560865
TEST_0051,117.72168
TEST_0052,171.27744
TEST_0053,102.01263
TEST_0054,70.16387
TEST_0055,93.57708
TEST_0056,169.79073
TEST_0057,26.421404
TEST_0058,35.818844
TEST_0059,103.94292
TEST_0060,47.876873
TEST_0061,116.07457
TEST_0062,93.68091
TEST_0063,53.765285
TEST_0064,45.33385
TEST_0065,144.56581
TEST_0066,247.44456
TEST_0067,130.2894
TEST_0068,108.6433
TEST_0069,47.8108
TEST_0070,137.43272
TEST_0071,34.349026
TEST_0072,11.70375
TEST_0073,164.54765
TEST_0074,43.379143
TEST_0075,96.11599
TEST_0076,66.23411
TEST_0077,69.66924
TEST_0078,52.331554
TEST_0079,209.49084
TEST_0080,191.81552
TEST_0081,146.95135
TEST_0082,97.4803
TEST_0083,112.16013
TEST_0084,60.692154
TEST_0085,194.73701
TEST_0086,135.31664
TEST_0087,20.627405
TEST_0088,156.94917
TEST_0089,52.685112
TEST_0090,44.48068
TEST_0091,40.56116
TEST_0092,34.087494
TEST_0093,219.62506
TEST_0094,7.1273713
TEST_0095,14.96909
TEST_0096,250.75952
TEST_0097,154.09877
TEST_0098,201.93776
TEST_0099,186.50224
TEST_0100,19.342237
TEST_0101,103.909836
TEST_0102,205.84668
TEST_0103,182.22166
TEST_0104,70.39286
TEST_0105,179.7676
TEST_0106,44.757153
TEST_0107,29.420542
TEST_0108,215.01064
TEST_0109,27.842253
TEST_0110,121.28452
TEST_0111,201.98003
TEST_0112,55.245377
TEST_0113,155.68694
TEST_0114,61.5425
TEST_0115,84.69007
TEST_0116,83.74438
TEST_0117,69.782906
TEST_0118,16.455606
TEST_0119,6.1241994
TEST_0120,207.24153
TEST_0121,56.926357
TEST_0122,46.734188
TEST_0123,27.899523
TEST_0124,34.395035
TEST_0125,104.63523
TEST_0126,48.868298
TEST_0127,57.77744
TEST_0128,110.18295
TEST_0129,81.10787
TEST_0130,60.92879
TEST_0131,219.02342
TEST_0132,72.127754
TEST_0133,143.54134
TEST_0134,111.94887
TEST_0135,75.34341
TEST_0136,76.42492
TEST_0137,66.96143
TEST_0138,194.22514
TEST_0139,28.376892
TEST_0140,143.32422
TEST_0141,18.772217
TEST_0142,116.83862
TEST_0143,52.354336
TEST_0144,15.591788
TEST_0145,44.171978
TEST_0146,184.78172
TEST_0147,86.62512
TEST_0148,129.79887
TEST_0149,96.05804
TEST_0150,48.026978
TEST_0151,89.673485
TEST_0152,74.06791
TEST_0153,22.601599
TEST_0154,100.28642
TEST_0155,61.325825
TEST_0156,141.70956
TEST_0157,47.637646
TEST_0158,211.70708
TEST_0159,46.078342
TEST_0160,136.3695
TEST_0161,105.29089
TEST_0162,119.26868
TEST_0163,151.50931
TEST_0164,63.49366
TEST_0165,35.254772
TEST_0166,46.04312
TEST_0167,147.63916
TEST_0168,218.59445
TEST_0169,120.405205
TEST_0170,78.964806
TEST_0171,87.30599
TEST_0172,12.196616
TEST_0173,96.57984
TEST_0174,22.459719
TEST_0175,52.146946
TEST_0176,10.697813
TEST_0177,65.52239
TEST_0178,190.32233
TEST_0179,195.55367
TEST_0180,52.423134
TEST_0181,90.15673
TEST_0182,79.68401
TEST_0183,124.72997
TEST_0184,134.35202
TEST_0185,87.685135
TEST_0186,13.065654
TEST_0187,54.745197
TEST_0188,171.215
TEST_0189,8.944963
TEST_0190,45.00161
TEST_0191,7.7707157
TEST_0192,172.0529
TEST_0193,47.12884
TEST_0194,190.0178
TEST_0195,112.564545
TEST_0196,9.284764
TEST_0197,231.74078
