ID,Calories_Burned
TEST_0000,172.9988322525694
TEST_0001,189.87031442364787
TEST_0002,52.803182273951776
TEST_0003,160.5575173182853
TEST_0004,221.5544359329074
TEST_0005,177.3397117132933
TEST_0006,98.84858775471497
TEST_0007,43.53731891852507
TEST_0008,78.98043501886882
TEST_0009,59.92885752982182
TEST_0010,124.33678484557757
TEST_0011,53.486791085319
TEST_0012,13.744381326165891
TEST_0013,174.00955352258944
TEST_0014,228.64071128772827
TEST_0015,13.724745224744538
TEST_0016,97.47595842233348
TEST_0017,133.48452930780627
TEST_0018,156.65309695498107
TEST_0019,7.044187848397267
TEST_0020,49.04785518605772
TEST_0021,90.96796914403072
TEST_0022,25.744506108409674
TEST_0023,86.81454490418062
TEST_0024,19.119105110326025
TEST_0025,131.84745347847252
TEST_0026,104.1036006960923
TEST_0027,185.45419780314188
TEST_0028,119.59778261970295
TEST_0029,99.23640431192335
TEST_0030,24.926318576681634
TEST_0031,242.6271370243492
TEST_0032,54.300100910176944
TEST_0033,46.98999636609489
TEST_0034,133.4626906675754
TEST_0035,114.12982211658488
TEST_0036,36.4288985213946
TEST_0037,131.68503483712226
TEST_0038,11.440859076213382
TEST_0039,128.5391915732
TEST_0040,200.48861472144233
TEST_0041,171.80555037180542
TEST_0042,146.8303144953187
TEST_0043,61.009725048016094
TEST_0044,65.92644825951588
TEST_0045,52.50430395227273
TEST_0046,77.09488636570883
TEST_0047,197.37877752564262
TEST_0048,137.465370733282
TEST_0049,129.65000925703586
TEST_0050,11.303205757731801
TEST_0051,111.63373595285388
TEST_0052,160.94781146073734
TEST_0053,95.0762363589907
TEST_0054,67.63565862983609
TEST_0055,86.38504988101381
TEST_0056,162.8303544716886
TEST_0057,18.331173470636827
TEST_0058,31.828381498025156
TEST_0059,95.86608057670901
TEST_0060,38.78302797583681
TEST_0061,106.5971571536449
TEST_0062,88.934041627579
TEST_0063,51.42642590756165
TEST_0064,33.165939383521106
TEST_0065,135.3942851885495
TEST_0066,233.77247049244218
TEST_0067,124.16798425626608
TEST_0068,100.83895320926018
TEST_0069,43.94967251205909
TEST_0070,127.48210222532646
TEST_0071,27.330572036247894
TEST_0072,9.335759745364637
TEST_0073,148.6590904596845
TEST_0074,33.86630955978678
TEST_0075,92.35600619675444
TEST_0076,63.8802873856564
TEST_0077,65.39266162445455
TEST_0078,43.385942359092695
TEST_0079,182.30270597932252
TEST_0080,175.57989468108823
TEST_0081,137.75304571956542
TEST_0082,88.5406588347657
TEST_0083,101.33861235515288
TEST_0084,58.96351965095995
TEST_0085,178.70153443495792
TEST_0086,127.5773585766365
TEST_0087,17.011857441129937
TEST_0088,142.77383633162498
TEST_0089,41.77224621953364
TEST_0090,39.050238649175185
TEST_0091,35.51395837192425
TEST_0092,25.361791599692467
TEST_0093,197.13228514327835
TEST_0094,4.666939073378936
TEST_0095,10.194727267426117
TEST_0096,237.91560889388245
TEST_0097,139.23061788391544
TEST_0098,187.3425214688379
TEST_0099,172.48240427873353
TEST_0100,13.326051269655167
TEST_0101,100.38301547554809
TEST_0102,191.74331295990214
TEST_0103,164.30941042634518
TEST_0104,65.71091808846846
TEST_0105,167.73504934336734
TEST_0106,36.938838740295004
TEST_0107,20.80492863770278
TEST_0108,181.6833659345162
TEST_0109,28.259389471571104
TEST_0110,110.93690221927967
TEST_0111,183.2233749023209
TEST_0112,48.68289273002107
TEST_0113,148.14801336974335
TEST_0114,56.457814561940516
TEST_0115,81.41137369043636
TEST_0116,80.7431179057411
TEST_0117,64.26779241148479
TEST_0118,14.899923889497602
TEST_0119,6.331325110477424
TEST_0120,184.8459704409241
TEST_0121,50.21840155145114
TEST_0122,41.92330804110226
TEST_0123,19.89846679217704
TEST_0124,31.672470034610946
TEST_0125,99.66402096438236
