ID,Calories_Burned
TEST_0000,177.49049984422518
TEST_0001,192.20579088809512
TEST_0002,52.98747016417342
TEST_0003,158.4726761903799
TEST_0004,224.3312132837972
TEST_0005,175.40829739371753
TEST_0006,97.39358600863609
TEST_0007,41.60023998598476
TEST_0008,77.49726431647976
TEST_0009,57.95886893887363
TEST_0010,122.04277331726674
TEST_0011,53.29491901728404
TEST_0012,13.989686414626865
TEST_0013,181.296014465234
TEST_0014,230.39055060044862
TEST_0015,13.779904868240239
TEST_0016,97.23997387720509
TEST_0017,134.26242066410595
TEST_0018,154.25858234324008
TEST_0019,6.651353405616808
TEST_0020,49.12804821119113
TEST_0021,90.73475865181753
TEST_0022,24.92536211844163
TEST_0023,85.56200272937194
TEST_0024,19.462731148357385
TEST_0025,136.16513269246718
TEST_0026,108.1121971606219
TEST_0027,187.08957484178674
TEST_0028,120.77387571105797
TEST_0029,100.5080719859411
TEST_0030,24.751191325998462
TEST_0031,245.48913546908452
TEST_0032,53.42118519138149
TEST_0033,45.77694376716906
TEST_0034,136.8230511847567
TEST_0035,115.25862118591255
TEST_0036,36.41110398059064
TEST_0037,130.35297427277678
TEST_0038,11.322476065170154
TEST_0039,127.68467924033118
TEST_0040,187.96897121616524
TEST_0041,171.21394855989314
TEST_0042,143.62535638734533
TEST_0043,62.26053898938188
TEST_0044,68.98181503380766
TEST_0045,51.71705607846763
TEST_0046,77.99231237195258
TEST_0047,199.2612967225451
TEST_0048,135.61291803464897
TEST_0049,128.06701096028212
TEST_0050,11.479239945415877
TEST_0051,110.9594301760648
TEST_0052,159.687283335704
TEST_0053,92.65674728541127
TEST_0054,68.22717497402168
TEST_0055,85.5924899752893
TEST_0056,163.09304427061284
TEST_0057,18.09005203322188
TEST_0058,30.502268776776337
TEST_0059,95.64603927756137
TEST_0060,38.11531294027336
TEST_0061,107.6551986163946
TEST_0062,88.89962252099981
TEST_0063,51.16133569081632
TEST_0064,32.964401146463274
TEST_0065,137.1842120536058
TEST_0066,233.2769385760571
TEST_0067,125.6920804264534
TEST_0068,99.58617535714663
TEST_0069,45.120119597806976
TEST_0070,125.68353588029099
TEST_0071,26.436539744105954
TEST_0072,9.240528913683674
TEST_0073,149.88728804102485
TEST_0074,31.776151579210843
TEST_0075,92.82071983459262
TEST_0076,65.92708450616436
TEST_0077,66.45694681112337
TEST_0078,41.75286071311332
TEST_0079,187.60929750527484
TEST_0080,176.1204071401572
TEST_0081,133.0410506903204
