ID,Calories_Burned
TEST_0000,183.81581
TEST_0001,209.94087
TEST_0002,58.946945
TEST_0003,176.47186
TEST_0004,241.04837
TEST_0005,189.77122
TEST_0006,106.17669
TEST_0007,48.88146
TEST_0008,87.35625
TEST_0009,63.196243
TEST_0010,131.36845
TEST_0011,59.028133
TEST_0012,16.27009
TEST_0013,191.0167
TEST_0014,249.27966
TEST_0015,14.481257
TEST_0016,108.98012
TEST_0017,138.77907
TEST_0018,167.9626
TEST_0019,8.146818
TEST_0020,57.69351
TEST_0021,100.15022
TEST_0022,29.228018
TEST_0023,92.07489
TEST_0024,22.976011
TEST_0025,137.31905
TEST_0026,113.634926
TEST_0027,201.48111
TEST_0028,129.23215
TEST_0029,107.54561
TEST_0030,27.156006
TEST_0031,260.21945
TEST_0032,62.63476
TEST_0033,53.270386
TEST_0034,142.80348
TEST_0035,125.84314
TEST_0036,40.98737
TEST_0037,142.4013
TEST_0038,12.377689
TEST_0039,138.25368
TEST_0040,217.59682
TEST_0041,180.47858
TEST_0042,159.27167
TEST_0043,64.32067
TEST_0044,72.61527
TEST_0045,58.46426
TEST_0046,87.500275
TEST_0047,209.57515
TEST_0048,153.80891
TEST_0049,136.8144
TEST_0050,12.80498
TEST_0051,120.54672
TEST_0052,174.96198
TEST_0053,103.591736
TEST_0054,73.73056
TEST_0055,92.9553
TEST_0056,177.22083
TEST_0057,20.444483
TEST_0058,33.77737
TEST_0059,101.94084
TEST_0060,43.765358
TEST_0061,117.41426
TEST_0062,96.17061
TEST_0063,54.2899
TEST_0064,40.0909
TEST_0065,143.92534
TEST_0066,248.11305
TEST_0067,134.41722
TEST_0068,108.43275
TEST_0069,48.459286
TEST_0070,139.13171
TEST_0071,30.450214
TEST_0072,10.447788
TEST_0073,167.35184
TEST_0074,36.554386
TEST_0075,96.78038
TEST_0076,68.28759
TEST_0077,70.13359
TEST_0078,51.221138
TEST_0079,202.53932
TEST_0080,188.0352
TEST_0081,145.16069
TEST_0082,101.43967
TEST_0083,113.181015
TEST_0084,62.04147
TEST_0085,190.65358
TEST_0086,134.05434
TEST_0087,19.323278
TEST_0088,160.59026
TEST_0089,48.55538
TEST_0090,44.55405
TEST_0091,38.36591
TEST_0092,27.579943
TEST_0093,214.25587
TEST_0094,5.6498837
TEST_0095,11.528566
TEST_0096,258.70334
TEST_0097,152.11824
TEST_0098,205.1263
TEST_0099,184.19609
TEST_0100,14.490463
TEST_0101,106.68367
TEST_0102,203.1819
TEST_0103,182.3902
TEST_0104,71.41904
TEST_0105,177.51404
TEST_0106,40.307507
TEST_0107,23.51097
TEST_0108,204.65494
TEST_0109,31.995459
TEST_0110,121.97887
TEST_0111,198.37715
TEST_0112,51.674145
TEST_0113,161.95132
TEST_0114,60.831562
TEST_0115,86.32547
TEST_0116,84.54283
TEST_0117,67.753555
TEST_0118,15.057135
TEST_0119,6.2714033
TEST_0120,201.7418
TEST_0121,55.39214
TEST_0122,45.6791
TEST_0123,22.190596
TEST_0124,34.302185
TEST_0125,107.18135
TEST_0126,50.589092
TEST_0127,58.31032
TEST_0128,109.90802
TEST_0129,83.63727
TEST_0130,64.15665
TEST_0131,211.10141
TEST_0132,74.58946
TEST_0133,150.9042
TEST_0134,110.18086
TEST_0135,76.96884
TEST_0136,77.08452
TEST_0137,69.79897
TEST_0138,191.64
TEST_0139,24.299599
TEST_0140,133.47589
TEST_0141,17.430534
TEST_0142,119.69235
TEST_0143,45.466976
TEST_0144,12.226864
TEST_0145,37.919716
TEST_0146,176.50679
TEST_0147,87.57211
TEST_0148,128.24571
TEST_0149,94.72214
TEST_0150,45.15014
TEST_0151,89.03235
TEST_0152,74.42919
TEST_0153,21.121286
TEST_0154,103.32381
TEST_0155,61.858906
TEST_0156,143.60545
TEST_0157,44.670162
TEST_0158,211.61061
TEST_0159,44.126156
TEST_0160,136.66391
TEST_0161,108.46396
TEST_0162,123.86823
TEST_0163,155.46901
TEST_0164,64.165535
TEST_0165,34.75118
TEST_0166,44.600697
TEST_0167,143.11049
TEST_0168,215.31999
TEST_0169,124.1738
TEST_0170,80.265305
TEST_0171,85.96997
TEST_0172,5.414351
TEST_0173,92.42972
TEST_0174,16.89301
TEST_0175,50.983936
TEST_0176,5.8965764
TEST_0177,67.32587
TEST_0178,188.10442
TEST_0179,193.68076
TEST_0180,49.89526
TEST_0181,91.3916
TEST_0182,77.206024
TEST_0183,123.42723
TEST_0184,136.389
TEST_0185,89.78436
TEST_0186,12.700861
TEST_0187,53.512325
TEST_0188,173.63377
TEST_0189,6.6822248
TEST_0190,44.01063
TEST_0191,7.296114
TEST_0192,168.80247
TEST_0193,44.66794
TEST_0194,185.37474
TEST_0195,113.567215
TEST_0196,6.8284755
TEST_0197,230.3473
TEST_0198,4.0794654
TEST_0199,10.254255
TEST_0200,10.135006
TEST_0201,142.87042
TEST_0202,25.835403
TEST_0203,43.323544
TEST_0204,107.36444
TEST_0205,96.16023
TEST_0206,161.78844
TEST_0207,93.112015
TEST_0208,16.437239
TEST_0209,70.15472
TEST_0210,68.29549
TEST_0211,206.86781
TEST_0212,174.3206
TEST_0213,18.303547
TEST_0214,55.616028
TEST_0215,69.486824
TEST_0216,95.686646
TEST_0217,149.07716
TEST_0218,45.71227
TEST_0219,105.26306
TEST_0220,189.42299
TEST_0221,71.95447
TEST_0222,149.67357
TEST_0223,207.90767
TEST_0224,84.246826
TEST_0225,36.58772
TEST_0226,75.67272
TEST_0227,148.73952
TEST_0228,62.987637
TEST_0229,6.073348
TEST_0230,65.29169
TEST_0231,57.829655
TEST_0232,69.89948
TEST_0233,84.91832
TEST_0234,14.485697
TEST_0235,53.92136
TEST_0236,138.38887
TEST_0237,21.656996
TEST_0238,163.67064
TEST_0239,22.572886
TEST_0240,18.831701
TEST_0241,205.16154
TEST_0242,96.13634
TEST_0243,12.32147
TEST_0244,47.75514
TEST_0245,78.99451
TEST_0246,48.024776
TEST_0247,129.8059
TEST_0248,47.802578
TEST_0249,19.642948
TEST_0250,56.250927
TEST_0251,102.48895
TEST_0252,41.815956
TEST_0253,114.84271
TEST_0254,123.82717
TEST_0255,33.35751
TEST_0256,9.981985
TEST_0257,114.60107
TEST_0258,144.49303
TEST_0259,20.095552
TEST_0260,23.861551
TEST_0261,76.117874
TEST_0262,56.20363
TEST_0263,21.032915
TEST_0264,28.53702
TEST_0265,2.8591342
TEST_0266,63.01182
TEST_0267,21.651133
TEST_0268,71.918594
TEST_0269,205.1191
TEST_0270,106.0865
TEST_0271,144.2167
TEST_0272,19.345287
TEST_0273,161.43623
TEST_0274,22.78909
TEST_0275,61.18498
TEST_0276,88.463684
TEST_0277,159.75566
TEST_0278,8.617634
TEST_0279,69.511154
TEST_0280,197.49132
TEST_0281,113.06895
TEST_0282,36.682552
TEST_0283,16.877455
TEST_0284,198.43031
TEST_0285,49.195004
TEST_0286,42.259804
TEST_0287,56.25806
TEST_0288,114.82894
TEST_0289,56.844517
TEST_0290,191.94191
TEST_0291,42.64961
TEST_0292,78.82878
TEST_0293,51.844116
TEST_0294,150.19093
TEST_0295,41.560673
TEST_0296,86.32544
TEST_0297,136.60234
TEST_0298,151.72876
TEST_0299,201.18532
TEST_0300,242.19893
TEST_0301,3.9175596
TEST_0302,246.00208
TEST_0303,116.59015
TEST_0304,74.7758
TEST_0305,148.81917
TEST_0306,62.80075
TEST_0307,226.58244
TEST_0308,197.06837
TEST_0309,156.49675
TEST_0310,91.63881
TEST_0311,39.244946
TEST_0312,180.59087
TEST_0313,88.21991
TEST_0314,206.4673
TEST_0315,197.95128
TEST_0316,260.49637
TEST_0317,180.29901
TEST_0318,60.536674
TEST_0319,265.70285
TEST_0320,240.76541
TEST_0321,93.04509
TEST_0322,187.9341
TEST_0323,82.99547
TEST_0324,50.7952
TEST_0325,11.700319
TEST_0326,97.536896
TEST_0327,113.87891
TEST_0328,89.439255
TEST_0329,79.674416
TEST_0330,11.077335
TEST_0331,141.5659
TEST_0332,10.018066
TEST_0333,97.74599
TEST_0334,40.79944
TEST_0335,108.44229
TEST_0336,123.59479
TEST_0337,169.0034
TEST_0338,104.29894
TEST_0339,132.45702
TEST_0340,28.334965
TEST_0341,233.86726
TEST_0342,88.09198
TEST_0343,150.9304
TEST_0344,99.73102
TEST_0345,13.72769
TEST_0346,31.815788
TEST_0347,80.63649
TEST_0348,29.432272
TEST_0349,187.50084
TEST_0350,200.82372
TEST_0351,66.76213
TEST_0352,137.6773
TEST_0353,66.30744
TEST_0354,71.48213
TEST_0355,2.309657
TEST_0356,174.48631
TEST_0357,197.31372
TEST_0358,128.29099
TEST_0359,140.95802
TEST_0360,83.82533
TEST_0361,142.54788
TEST_0362,150.87239
TEST_0363,27.23819
TEST_0364,177.45943
TEST_0365,34.516323
TEST_0366,133.18839
TEST_0367,28.90291
TEST_0368,231.46944
TEST_0369,141.8998
TEST_0370,26.557634
TEST_0371,122.89128
TEST_0372,97.50151
TEST_0373,145.87971
TEST_0374,22.261393
TEST_0375,211.91368
TEST_0376,216.31306
TEST_0377,225.32547
TEST_0378,55.035637
TEST_0379,84.375046
TEST_0380,165.43657
TEST_0381,27.544046
TEST_0382,31.746231
TEST_0383,218.72453
TEST_0384,6.8610044
TEST_0385,3.8215156
TEST_0386,182.20045
TEST_0387,109.061615
TEST_0388,128.25656
TEST_0389,185.78313
TEST_0390,196.49458
TEST_0391,22.164043
TEST_0392,120.487114
TEST_0393,134.86055
TEST_0394,36.74371
TEST_0395,186.19087
TEST_0396,105.58858
TEST_0397,22.26953
TEST_0398,130.41791
TEST_0399,134.89186
TEST_0400,92.10669
TEST_0401,209.77187
TEST_0402,155.43661
TEST_0403,151.32208
TEST_0404,123.08584
TEST_0405,104.1823
TEST_0406,19.389227
TEST_0407,71.18877
TEST_0408,184.1539
TEST_0409,201.80151
TEST_0410,111.46565
TEST_0411,238.49022
TEST_0412,7.782533
TEST_0413,59.40733
TEST_0414,174.895
TEST_0415,12.012642
TEST_0416,58.276108
TEST_0417,91.451004
TEST_0418,20.108461
TEST_0419,7.94597
TEST_0420,170.79759
TEST_0421,38.502705
TEST_0422,90.669106
TEST_0423,78.01189
TEST_0424,149.27577
TEST_0425,48.397953
TEST_0426,46.264065
TEST_0427,10.34321
TEST_0428,75.42499
TEST_0429,106.5079
TEST_0430,115.65095
TEST_0431,230.78357
TEST_0432,58.31794
TEST_0433,2.4314353
TEST_0434,193.92198
TEST_0435,46.00938
TEST_0436,59.48737
TEST_0437,173.03981
TEST_0438,51.393524
TEST_0439,192.77559
TEST_0440,235.1834
TEST_0441,47.72315
TEST_0442,49.9436
TEST_0443,72.21181
TEST_0444,229.86601
TEST_0445,148.0624
TEST_0446,179.5883
TEST_0447,47.39666
TEST_0448,89.96602
TEST_0449,53.0004
TEST_0450,108.27724
TEST_0451,131.19032
TEST_0452,80.99367
TEST_0453,59.123936
TEST_0454,36.86893
TEST_0455,45.714397
TEST_0456,135.00311
TEST_0457,160.31285
TEST_0458,188.71564
TEST_0459,162.01234
TEST_0460,97.38983
TEST_0461,223.06769
TEST_0462,81.26666
TEST_0463,121.29993
TEST_0464,103.580826
TEST_0465,39.920574
TEST_0466,111.43845
TEST_0467,60.02972
TEST_0468,144.6267
TEST_0469,5.9293594
TEST_0470,99.42474
TEST_0471,31.780916
TEST_0472,54.91467
TEST_0473,25.280134
TEST_0474,192.43114
TEST_0475,193.16734
TEST_0476,27.77066
TEST_0477,41.112995
TEST_0478,28.392715
TEST_0479,37.585243
TEST_0480,47.093582
TEST_0481,26.14065
TEST_0482,209.47575
TEST_0483,144.0534
TEST_0484,62.72139
TEST_0485,7.7519975
TEST_0486,4.057754
TEST_0487,234.83846
TEST_0488,21.354116
TEST_0489,9.075985
TEST_0490,202.20808
TEST_0491,99.894684
TEST_0492,87.74812
TEST_0493,53.79301
TEST_0494,95.91525
TEST_0495,54.093395
TEST_0496,24.14683
TEST_0497,16.554945
TEST_0498,137.21275
TEST_0499,129.40338
TEST_0500,16.785698
TEST_0501,122.62517
TEST_0502,186.5295
TEST_0503,24.042948
TEST_0504,104.41467
TEST_0505,22.357073
TEST_0506,168.4814
TEST_0507,71.481705
TEST_0508,188.56686
TEST_0509,133.87773
TEST_0510,76.26782
TEST_0511,93.302986
TEST_0512,35.863403
TEST_0513,53.94414
TEST_0514,68.28523
TEST_0515,155.20753
TEST_0516,160.3156
TEST_0517,7.121392
TEST_0518,190.13902
TEST_0519,27.762545
TEST_0520,66.96096
TEST_0521,96.30641
TEST_0522,231.59772
TEST_0523,129.5259
TEST_0524,106.91536
TEST_0525,77.814995
TEST_0526,126.0052
TEST_0527,7.9822316
TEST_0528,179.51585
TEST_0529,214.81801
TEST_0530,75.70882
TEST_0531,129.54985
TEST_0532,31.474771
TEST_0533,147.38344
TEST_0534,107.42582
TEST_0535,116.90018
TEST_0536,5.7401366
TEST_0537,136.13687
TEST_0538,65.327034
TEST_0539,48.876446
TEST_0540,133.80649
TEST_0541,15.297446
TEST_0542,147.92152
TEST_0543,109.217636
TEST_0544,89.40175
TEST_0545,98.27059
TEST_0546,19.457075
TEST_0547,108.03223
TEST_0548,186.70695
TEST_0549,27.300772
TEST_0550,54.262638
TEST_0551,141.31438
TEST_0552,135.37526
TEST_0553,126.55449
TEST_0554,81.61751
TEST_0555,24.72971
TEST_0556,157.58522
TEST_0557,105.62489
TEST_0558,233.41655
TEST_0559,40.107044
TEST_0560,3.594967
TEST_0561,29.320562
TEST_0562,203.69902
TEST_0563,98.392715
TEST_0564,57.83337
TEST_0565,166.58324
TEST_0566,35.02061
TEST_0567,147.57149
TEST_0568,4.031259
TEST_0569,33.064934
TEST_0570,38.355907
TEST_0571,35.69546
TEST_0572,29.730652
TEST_0573,191.41844
TEST_0574,56.434334
TEST_0575,12.141313
TEST_0576,14.680531
TEST_0577,62.434612
TEST_0578,27.822588
TEST_0579,205.8842
TEST_0580,93.25574
TEST_0581,257.91406
TEST_0582,96.95357
TEST_0583,45.28771
TEST_0584,97.407234
TEST_0585,39.787487
TEST_0586,119.87342
TEST_0587,170.91193
TEST_0588,175.35036
TEST_0589,20.699713
TEST_0590,166.55418
TEST_0591,249.72244
TEST_0592,30.717155
TEST_0593,216.42024
TEST_0594,79.789154
TEST_0595,26.264328
TEST_0596,11.058618
TEST_0597,164.14279
TEST_0598,154.87544
TEST_0599,81.0703
TEST_0600,202.7082
TEST_0601,73.195526
TEST_0602,257.50467
TEST_0603,178.17805
TEST_0604,155.25539
TEST_0605,91.30736
TEST_0606,137.8399
TEST_0607,38.6198
TEST_0608,128.32509
TEST_0609,119.65432
TEST_0610,68.15897
TEST_0611,126.022514
TEST_0612,130.64944
TEST_0613,39.045406
TEST_0614,22.730276
TEST_0615,20.855545
TEST_0616,94.096146
TEST_0617,206.76945
TEST_0618,28.396662
TEST_0619,157.3445
TEST_0620,226.1415
TEST_0621,4.9404054
TEST_0622,41.05844
TEST_0623,22.377687
TEST_0624,62.666996
TEST_0625,71.528175
TEST_0626,104.5163
TEST_0627,267.22073
TEST_0628,99.18222
TEST_0629,102.24988
TEST_0630,25.160213
TEST_0631,54.75145
TEST_0632,221.31483
TEST_0633,86.24916
TEST_0634,45.07802
TEST_0635,40.607376
TEST_0636,159.91982
TEST_0637,122.095795
TEST_0638,55.253067
TEST_0639,149.05107
TEST_0640,30.10817
TEST_0641,31.894957
TEST_0642,97.54192
TEST_0643,45.053867
TEST_0644,8.29448
TEST_0645,195.15561
TEST_0646,75.64425
TEST_0647,81.79862
TEST_0648,30.510435
TEST_0649,90.90153
TEST_0650,84.130646
TEST_0651,171.19612
TEST_0652,97.997154
TEST_0653,8.357298
TEST_0654,12.246202
TEST_0655,6.71156
TEST_0656,115.72594
TEST_0657,101.31085
TEST_0658,9.302427
TEST_0659,30.532839
TEST_0660,13.78101
TEST_0661,74.95021
TEST_0662,106.656876
TEST_0663,14.004014
TEST_0664,95.12235
TEST_0665,75.611015
TEST_0666,167.33084
TEST_0667,195.88826
TEST_0668,74.39928
TEST_0669,258.48877
TEST_0670,146.36116
TEST_0671,31.69486
TEST_0672,115.55994
TEST_0673,109.92778
TEST_0674,82.02956
TEST_0675,197.88258
TEST_0676,21.5864
TEST_0677,127.051315
TEST_0678,68.453705
TEST_0679,86.08399
TEST_0680,3.3370438
TEST_0681,121.60078
TEST_0682,173.89174
TEST_0683,11.929916
TEST_0684,9.70038
TEST_0685,27.100748
TEST_0686,176.35182
TEST_0687,68.094154
TEST_0688,99.752945
TEST_0689,89.36241
TEST_0690,283.73242
TEST_0691,18.560003
TEST_0692,246.9611
TEST_0693,207.51573
TEST_0694,138.5176
TEST_0695,55.592655
TEST_0696,140.32527
TEST_0697,80.20552
TEST_0698,84.00168
TEST_0699,114.173485
TEST_0700,169.29665
TEST_0701,81.73462
TEST_0702,64.83099
TEST_0703,226.50893
TEST_0704,75.6971
TEST_0705,28.190737
TEST_0706,125.0162
TEST_0707,29.121016
TEST_0708,6.8198733
TEST_0709,58.90453
TEST_0710,75.43248
TEST_0711,10.487679
TEST_0712,49.55531
TEST_0713,12.763462
TEST_0714,178.76811
TEST_0715,135.82628
TEST_0716,10.820538
TEST_0717,8.899051
TEST_0718,145.87395
TEST_0719,60.275173
TEST_0720,113.02527
TEST_0721,81.28227
TEST_0722,142.95213
TEST_0723,76.775604
TEST_0724,119.66756
TEST_0725,117.90543
TEST_0726,38.60758
TEST_0727,61.482994
TEST_0728,196.89612
TEST_0729,109.00448
TEST_0730,233.45537
TEST_0731,116.31233
TEST_0732,7.2987084
TEST_0733,209.10287
TEST_0734,80.63015
TEST_0735,87.01546
TEST_0736,55.436188
TEST_0737,36.18577
TEST_0738,162.72647
TEST_0739,246.88803
TEST_0740,145.97557
TEST_0741,25.40753
TEST_0742,63.492832
TEST_0743,63.150074
TEST_0744,50.38525
TEST_0745,20.369974
TEST_0746,18.612238
TEST_0747,94.34296
TEST_0748,235.8259
TEST_0749,204.47533
TEST_0750,76.983765
TEST_0751,18.20554
