ID,Calories_Burned
TEST_0000,183.84944
TEST_0001,190.26523
TEST_0002,58.70783
TEST_0003,167.40483
TEST_0004,229.84299
TEST_0005,188.79562
TEST_0006,105.14793
TEST_0007,48.017143
TEST_0008,86.84822
TEST_0009,61.172455
TEST_0010,131.02827
TEST_0011,58.831017
TEST_0012,17.421644
TEST_0013,176.4152
TEST_0014,247.3388
TEST_0015,14.552236
TEST_0016,108.7864
TEST_0017,138.73997
TEST_0018,169.2283
TEST_0019,7.831372
TEST_0020,55.864918
TEST_0021,103.81955
TEST_0022,29.082512
TEST_0023,90.68655
TEST_0024,23.594646
TEST_0025,140.31487
TEST_0026,111.665474
TEST_0027,201.64076
TEST_0028,130.774
TEST_0029,106.295166
TEST_0030,26.989504
TEST_0031,257.4488
TEST_0032,62.040833
TEST_0033,47.311916
TEST_0034,136.49342
TEST_0035,127.20223
TEST_0036,40.95711
TEST_0037,149.17873
TEST_0038,11.712268
TEST_0039,141.33815
TEST_0040,217.27347
TEST_0041,176.69164
TEST_0042,153.27869
TEST_0043,63.934235
TEST_0044,71.812935
TEST_0045,57.8133
TEST_0046,93.89866
TEST_0047,210.32835
TEST_0048,151.7929
TEST_0049,137.37088
TEST_0050,11.310207
TEST_0051,118.26156
TEST_0052,174.68692
TEST_0053,108.63258
TEST_0054,75.12234
TEST_0055,96.33443
TEST_0056,184.37517
TEST_0057,20.895313
TEST_0058,36.268936
TEST_0059,105.57013
TEST_0060,44.29791
TEST_0061,114.99295
TEST_0062,95.02534
TEST_0063,55.881256
TEST_0064,41.473095
TEST_0065,145.03691
TEST_0066,244.03781
TEST_0067,133.02982
TEST_0068,109.39837
TEST_0069,50.417084
TEST_0070,142.97192
TEST_0071,29.738663
TEST_0072,10.44474
TEST_0073,171.27014
TEST_0074,36.12706
TEST_0075,99.4479
TEST_0076,68.33516
TEST_0077,68.20756
TEST_0078,48.6304
TEST_0079,189.77129
TEST_0080,182.37967
TEST_0081,150.04497
TEST_0082,99.30067
TEST_0083,111.358284
TEST_0084,65.69426
TEST_0085,192.17929
TEST_0086,134.57413
TEST_0087,18.284233
TEST_0088,162.65863
TEST_0089,47.63426
TEST_0090,45.892776
TEST_0091,39.271534
TEST_0092,27.982367
TEST_0093,213.51662
TEST_0094,6.2921357
TEST_0095,11.084771
TEST_0096,254.54514
TEST_0097,147.02379
TEST_0098,204.7163
TEST_0099,184.05942
TEST_0100,12.745434
TEST_0101,105.68978
TEST_0102,209.69922
TEST_0103,173.56393
TEST_0104,69.0327
TEST_0105,179.38919
TEST_0106,41.097874
TEST_0107,23.002048
TEST_0108,195.90773
TEST_0109,28.672127
TEST_0110,127.96553
TEST_0111,196.71497
TEST_0112,53.529663
TEST_0113,159.80513
TEST_0114,63.672573
TEST_0115,87.45996
TEST_0116,82.619965
TEST_0117,67.48688
TEST_0118,16.238262
TEST_0119,7.2783575
TEST_0120,204.23741
TEST_0121,53.070885
TEST_0122,44.67018
TEST_0123,20.423695
TEST_0124,35.22495
TEST_0125,110.25387
TEST_0126,50.101677
TEST_0127,60.491337
TEST_0128,109.50959
TEST_0129,84.17451
TEST_0130,64.480515
TEST_0131,211.5226
TEST_0132,74.537254
TEST_0133,149.52092
TEST_0134,108.08603
