ID,Calories_Burned
TEST_0000,163.20833
TEST_0001,174.05728
TEST_0002,56.87868
TEST_0003,150.75945
TEST_0004,200.25322
TEST_0005,168.63199
TEST_0006,98.9192
TEST_0007,48.566963
TEST_0008,77.14982
TEST_0009,60.51836
TEST_0010,122.17759
TEST_0011,57.261024
TEST_0012,15.61487
TEST_0013,165.90887
TEST_0014,197.58855
TEST_0015,21.38117
TEST_0016,99.31794
TEST_0017,127.67111
TEST_0018,153.18538
TEST_0019,9.66256
TEST_0020,57.082745
TEST_0021,92.456184
TEST_0022,31.512894
TEST_0023,89.116325
TEST_0024,22.438648
TEST_0025,133.95163
TEST_0026,106.19442
TEST_0027,177.59955
TEST_0028,119.81037
TEST_0029,101.89474
TEST_0030,31.74966
TEST_0031,202.61826
TEST_0032,59.035107
TEST_0033,51.510654
TEST_0034,133.43312
TEST_0035,113.71342
TEST_0036,43.5122
TEST_0037,131.89209
TEST_0038,13.049852
TEST_0039,132.54941
TEST_0040,185.7211
TEST_0041,160.60452
TEST_0042,142.09538
TEST_0043,63.16615
TEST_0044,68.303535
TEST_0045,56.987026
TEST_0046,80.2173
TEST_0047,185.02786
TEST_0048,136.37628
TEST_0049,122.348045
TEST_0050,14.2230835
TEST_0051,115.99613
TEST_0052,147.83316
TEST_0053,96.17724
TEST_0054,68.64019
TEST_0055,91.7866
TEST_0056,155.0746
TEST_0057,22.310455
TEST_0058,34.71683
TEST_0059,100.52958
TEST_0060,42.104298
TEST_0061,112.64571
TEST_0062,89.81412
TEST_0063,53.4829
TEST_0064,39.73956
TEST_0065,136.79128
TEST_0066,197.73123
TEST_0067,124.58932
TEST_0068,102.917946
TEST_0069,46.453022
TEST_0070,124.158165
TEST_0071,30.878721
TEST_0072,11.86401
TEST_0073,147.93727
TEST_0074,35.294384
TEST_0075,90.339226
TEST_0076,64.37194
TEST_0077,69.94483
TEST_0078,48.343185
TEST_0079,168.35666
TEST_0080,166.31873
TEST_0081,136.51924
TEST_0082,95.33979
TEST_0083,105.06355
TEST_0084,61.41715
TEST_0085,166.91669
TEST_0086,125.728935
TEST_0087,21.585411
TEST_0088,144.28583
TEST_0089,47.32385
TEST_0090,43.780373
TEST_0091,40.8931
TEST_0092,27.580956
TEST_0093,178.90256
TEST_0094,-3.8639343
TEST_0095,13.705249
TEST_0096,201.81265
TEST_0097,138.07077
TEST_0098,173.38779
TEST_0099,168.27188
TEST_0100,16.950068
TEST_0101,104.84233
TEST_0102,168.48087
TEST_0103,150.0123
TEST_0104,67.88982
TEST_0105,162.56612
TEST_0106,40.62173
TEST_0107,22.233345
TEST_0108,170.32144
TEST_0109,32.108494
TEST_0110,111.39033
TEST_0111,176.40027
TEST_0112,49.698505
TEST_0113,143.20773
TEST_0114,58.066105
TEST_0115,81.677444
TEST_0116,78.217186
TEST_0117,66.16525
TEST_0118,18.35241
TEST_0119,-3.7699492
TEST_0120,169.97307
TEST_0121,54.490105
TEST_0122,45.499386
TEST_0123,23.082989
TEST_0124,34.46066
TEST_0125,102.11039
TEST_0126,50.722073
TEST_0127,56.73029
TEST_0128,103.49561
TEST_0129,78.06569
TEST_0130,61.939655
TEST_0131,176.11145
TEST_0132,70.277084
TEST_0133,137.83508
TEST_0134,107.47168
TEST_0135,74.77292
TEST_0136,76.46039
TEST_0137,65.39295
TEST_0138,159.55574
TEST_0139,25.543835
TEST_0140,121.613335
TEST_0141,20.937868
TEST_0142,115.08171
TEST_0143,41.188267
TEST_0144,14.414114
TEST_0145,36.31671
TEST_0146,160.25842
TEST_0147,85.35966
TEST_0148,120.609116
TEST_0149,87.435135
TEST_0150,45.279686
TEST_0151,81.85992
TEST_0152,70.27204
TEST_0153,24.993805
TEST_0154,95.97935
TEST_0155,59.145786
TEST_0156,133.0885
TEST_0157,42.870823
TEST_0158,187.75293
TEST_0159,44.682602
TEST_0160,130.32922
TEST_0161,106.478096
TEST_0162,121.82449
TEST_0163,143.10027
TEST_0164,60.65405
