ID,Calories_Burned
TEST_0000,170.81157
TEST_0001,189.03577
TEST_0002,53.478233
TEST_0003,157.48941
TEST_0004,230.12096
TEST_0005,179.71936
TEST_0006,98.965576
TEST_0007,43.550644
TEST_0008,79.07265
TEST_0009,58.51445
TEST_0010,116.880066
TEST_0011,52.687904
TEST_0012,9.94545
TEST_0013,187.678
TEST_0014,231.4747
TEST_0015,11.368766
TEST_0016,98.23277
TEST_0017,122.9637
TEST_0018,152.64592
TEST_0019,2.4379632
TEST_0020,54.59148
TEST_0021,89.61281
TEST_0022,26.076525
TEST_0023,85.513084
TEST_0024,16.395296
TEST_0025,130.08345
TEST_0026,104.36897
TEST_0027,188.00415
TEST_0028,114.413445
TEST_0029,98.250496
TEST_0030,24.774544
TEST_0031,244.21587
TEST_0032,56.68479
TEST_0033,46.896523
TEST_0034,125.853424
TEST_0035,110.078255
TEST_0036,38.14044
TEST_0037,122.88286
TEST_0038,7.358184
TEST_0039,124.34241
TEST_0040,202.14865
TEST_0041,163.6291
TEST_0042,142.50879
TEST_0043,59.97959
TEST_0044,66.24028
TEST_0045,53.537834
TEST_0046,78.958694
TEST_0047,203.90715
TEST_0048,136.60393
TEST_0049,124.51985
TEST_0050,7.170307
TEST_0051,110.01108
TEST_0052,155.78941
TEST_0053,93.60715
TEST_0054,67.43054
TEST_0055,85.14434
TEST_0056,161.51811
TEST_0057,14.753806
TEST_0058,27.513723
TEST_0059,95.08766
TEST_0060,38.02211
TEST_0061,106.89606
TEST_0062,87.07416
TEST_0063,50.86618
TEST_0064,33.007126
TEST_0065,130.48552
TEST_0066,234.05455
TEST_0067,118.19281
TEST_0068,100.14117
TEST_0069,42.662003
TEST_0070,120.76747
TEST_0071,23.705973
TEST_0072,4.3211994
TEST_0073,148.22493
TEST_0074,29.34386
TEST_0075,86.99527
TEST_0076,64.40347
TEST_0077,67.88952
TEST_0078,42.99167
TEST_0079,188.84471
TEST_0080,172.71432
TEST_0081,129.0503
TEST_0082,92.24312
TEST_0083,101.56268
TEST_0084,57.26867
TEST_0085,176.71404
TEST_0086,121.06047
TEST_0087,13.68354
TEST_0088,141.96854
TEST_0089,39.90243
TEST_0090,39.118896
TEST_0091,35.04194
TEST_0092,21.539925
TEST_0093,193.06598
TEST_0094,-0.48848552
TEST_0095,6.107172
TEST_0096,234.31859
TEST_0097,142.08469
TEST_0098,184.83763
TEST_0099,174.19304
TEST_0100,9.821683
TEST_0101,99.65726
TEST_0102,189.37834
TEST_0103,162.28944
TEST_0104,66.472626
TEST_0105,163.58113
TEST_0106,37.24865
TEST_0107,15.739542
TEST_0108,187.55235
TEST_0109,25.619555
TEST_0110,110.53125
TEST_0111,186.09045
TEST_0112,47.434883
TEST_0113,143.22206
TEST_0114,55.279427
TEST_0115,79.67472
TEST_0116,75.90733
TEST_0117,64.45274
TEST_0118,10.769169
TEST_0119,3.6056058
TEST_0120,188.07622
TEST_0121,50.516182
TEST_0122,42.11022
TEST_0123,15.856672
TEST_0124,29.964945
TEST_0125,98.513916
TEST_0126,45.314514
TEST_0127,53.058918
TEST_0128,99.88401
TEST_0129,77.03996
TEST_0130,58.726234
TEST_0131,193.26624
TEST_0132,69.326385
TEST_0133,132.57579
TEST_0134,102.01659
TEST_0135,72.68565
TEST_0136,73.564896
TEST_0137,64.52292
TEST_0138,176.15945
TEST_0139,18.974966
TEST_0140,120.712875
TEST_0141,13.325109
TEST_0142,109.54918
TEST_0143,43.824127
TEST_0144,6.9097404
TEST_0145,32.470016
TEST_0146,162.38657
TEST_0147,82.080635
TEST_0148,114.222946
TEST_0149,86.57727
TEST_0150,41.043484
TEST_0151,82.15321
TEST_0152,69.28882
TEST_0153,15.86394
TEST_0154,94.664764
TEST_0155,56.681454
TEST_0156,126.69463
TEST_0157,38.77765
TEST_0158,200.00127
TEST_0159,38.93243
TEST_0160,121.35042
TEST_0161,100.55586
TEST_0162,112.72933
TEST_0163,138.70894
TEST_0164,59.213135
TEST_0165,29.815891
TEST_0166,41.188396
TEST_0167,133.98979
TEST_0168,213.084
TEST_0169,109.66965
TEST_0170,74.62233
TEST_0171,76.30531
TEST_0172,1.5398195
TEST_0173,85.451225
TEST_0174,12.33484
TEST_0175,46.696762
TEST_0176,-0.021596134
TEST_0177,61.90364
TEST_0178,176.14746
TEST_0179,180.21605
TEST_0180,45.36252
TEST_0181,83.741486
TEST_0182,70.70464
TEST_0183,111.37294
TEST_0184,121.07149
TEST_0185,82.24038
TEST_0186,9.403678
TEST_0187,50.09162
TEST_0188,153.41597
TEST_0189,1.1892116
TEST_0190,38.583298
TEST_0191,3.489642
TEST_0192,163.63069
TEST_0193,42.07602
TEST_0194,174.4349
TEST_0195,104.20602
TEST_0196,0.6226643
TEST_0197,215.43169
TEST_0198,-1.4971459
TEST_0199,4.3737183
TEST_0200,5.316243
TEST_0201,128.64467
TEST_0202,19.292452
TEST_0203,42.200726
TEST_0204,100.11006
TEST_0205,87.70218
TEST_0206,152.53972
TEST_0207,84.02956
TEST_0208,11.496526
TEST_0209,66.01996
TEST_0210,63.4888
TEST_0211,197.10002
TEST_0212,159.77597
TEST_0213,13.871094
TEST_0214,49.2866
TEST_0215,64.23735
TEST_0216,87.301605
TEST_0217,136.82646
TEST_0218,39.344086
TEST_0219,97.62155
TEST_0220,176.44463
TEST_0221,67.23309
TEST_0222,135.0482
