ID,Calories_Burned
TEST_0000,166.1875
TEST_0001,182.15485
TEST_0002,45.50312
TEST_0003,151.09431
TEST_0004,220.18138
TEST_0005,169.43323
TEST_0006,90.83878
TEST_0007,40.491535
TEST_0008,69.38522
TEST_0009,53.454395
TEST_0010,119.36188
TEST_0011,49.517788
TEST_0012,19.022036
TEST_0013,170.54825
TEST_0014,209.82185
TEST_0015,17.864717
TEST_0016,88.82083
TEST_0017,125.547646
TEST_0018,151.88376
TEST_0019,17.834257
TEST_0020,50.401325
TEST_0021,81.78381
TEST_0022,33.114204
TEST_0023,80.25644
TEST_0024,19.919641
TEST_0025,137.8693
TEST_0026,95.73654
TEST_0027,182.70074
TEST_0028,118.81514
TEST_0029,91.75943
TEST_0030,32.8475
TEST_0031,217.95651
TEST_0032,48.84219
TEST_0033,43.12933
TEST_0034,134.77002
TEST_0035,109.14329
TEST_0036,38.63992
TEST_0037,124.74835
TEST_0038,18.75024
TEST_0039,125.013275
TEST_0040,185.26768
TEST_0041,161.16193
TEST_0042,139.53
TEST_0043,49.40693
TEST_0044,64.30911
TEST_0045,45.703716
TEST_0046,68.363846
TEST_0047,195.29192
TEST_0048,133.61444
TEST_0049,116.21037
TEST_0050,18.920334
TEST_0051,107.44719
TEST_0052,149.65779
TEST_0053,87.35041
TEST_0054,63.38109
TEST_0055,88.562355
TEST_0056,163.3721
TEST_0057,19.628801
TEST_0058,31.925945
TEST_0059,91.0658
TEST_0060,39.514835
TEST_0061,108.68556
TEST_0062,87.023056
TEST_0063,46.11688
TEST_0064,40.737423
TEST_0065,131.91495
TEST_0066,211.13492
TEST_0067,118.39227
TEST_0068,97.37779
TEST_0069,42.126705
TEST_0070,115.58172
TEST_0071,34.674046
TEST_0072,17.94372
TEST_0073,146.83136
TEST_0074,27.010859
TEST_0075,85.25728
TEST_0076,59.171894
TEST_0077,57.622494
TEST_0078,40.784588
TEST_0079,170.81522
TEST_0080,176.53676
TEST_0081,134.68962
TEST_0082,86.60945
TEST_0083,95.80232
TEST_0084,46.421154
TEST_0085,170.92975
TEST_0086,123.81526
TEST_0087,16.513966
TEST_0088,141.23463
TEST_0089,43.01037
TEST_0090,41.307076
TEST_0091,39.872295
TEST_0092,23.477255
TEST_0093,181.76778
TEST_0094,16.619165
TEST_0095,17.028444
TEST_0096,216.93765
TEST_0097,139.75085
TEST_0098,181.70224
TEST_0099,164.95984
TEST_0100,17.143375
TEST_0101,98.149734
TEST_0102,174.76611
TEST_0103,152.17485
TEST_0104,55.564003
TEST_0105,159.66632
TEST_0106,34.27885
TEST_0107,19.058483
TEST_0108,177.3167
TEST_0109,28.362978
TEST_0110,106.23364
TEST_0111,176.33728
TEST_0112,40.265263
TEST_0113,141.43283
TEST_0114,49.190968
TEST_0115,73.84595
TEST_0116,76.9242
TEST_0117,59.082027
TEST_0118,17.085835
TEST_0119,16.827118
TEST_0120,172.81439
TEST_0121,47.857815
TEST_0122,40.92612
TEST_0123,19.956501
TEST_0124,35.59495
TEST_0125,92.639656
TEST_0126,45.271954
TEST_0127,46.713047
TEST_0128,94.506134
TEST_0129,72.71332
TEST_0130,51.48833
TEST_0131,179.34111
TEST_0132,66.26578
TEST_0133,133.29799
TEST_0134,99.97214
TEST_0135,63.411198
TEST_0136,64.50118
TEST_0137,61.0964
TEST_0138,164.52536
TEST_0139,20.9451
TEST_0140,111.72469
TEST_0141,18.26748
TEST_0142,105.36239
TEST_0143,36.687122
TEST_0144,16.96806
TEST_0145,35.101166
TEST_0146,165.20587
TEST_0147,75.48927
TEST_0148,119.00688
TEST_0149,74.73662
TEST_0150,34.937588
TEST_0151,70.08658
TEST_0152,67.368256
TEST_0153,17.93546
TEST_0154,83.63097
TEST_0155,52.92779
TEST_0156,128.32846
TEST_0157,35.49153
TEST_0158,189.05147
TEST_0159,37.099506
TEST_0160,124.55163
TEST_0161,97.96788
TEST_0162,112.02063
TEST_0163,138.47298
TEST_0164,56.455173
TEST_0165,34.000187
TEST_0166,41.011715
TEST_0167,130.91705
TEST_0168,207.14107
TEST_0169,100.54983
TEST_0170,66.39282
TEST_0171,73.32627
TEST_0172,15.49975
