Id,SalePrice
1461,91544.74
1462,121472.09
1463,165491.98
1464,185629.39
1465,166691.58
1466,167738.64
1467,168305.23
1468,163458.89
1469,179547.45
1470,107692.21
1471,188462.11
1472,85746.71
1473,81167.195
1474,140010.22
1475,77550.766
1476,335657.88
1477,220686.84
1478,300375.9
1479,289075.62
1480,435761.06
1481,282193.72
1482,194660.48
1483,161937.22
1484,148190.89
1485,201462.36
1486,201597.08
1487,291067.12
1488,220139.11
1489,177349.92
1490,238113.1
1491,198281.58
1492,66188.99
1493,205557.17
1494,273271.06
1495,252770.7
1496,227901.5
1497,146565.72
1498,155458.83
1499,155728.23
1500,158504.3
1501,189607.27
1502,142132.45
1503,267940.78
1504,238614.02
1505,220213.64
1506,177178.02
1507,233278.45
1508,192027.67
1509,136839.36
1510,140161.23
1511,143846.61
1512,164471.67
1513,127039.766
1514,5929.917
1515,186239.88
1516,147815.62
1517,151719.05
1518,100851.234
1519,209839.4
1520,112123.91
1521,104065.97
1522,178575.31
1523,76579.01
1524,102256.01
1525,77200.62
1526,72442.53
1527,88471.28
1528,128238.984
1529,116631.03
1530,206715.95
1531,159482.42
1532,5929.917
1533,157948.14
1534,125264.06
1535,152669.1
1536,94917.33
1537,66096.33
1538,139728.02
1539,192683.61
1540,5929.917
1541,137448.27
1542,110607.86
1543,158960.27
1544,65826.88
1545,81353.9
1546,134650.53
1547,143330.88
1548,102147.734
1549,103677.7
1550,126462.31
1551,123314.96
1552,138254.05
1553,5929.917
1554,91606.06
1555,148973.61
1556,51944.3
1557,5929.917
1558,101882.42
1559,5929.917
1560,122572.96
1561,5929.917
1562,135721.61
1563,111848.0
1564,158866.06
1565,136110.42
1566,232291.45
1567,71133.68
1568,248036.8
1569,145310.2
1570,130945.66
1571,99768.05
1572,127194.86
1573,218738.55
1574,103039.32
1575,237372.67
1576,264212.7
1577,170919.11
1578,143583.06
1579,112787.84
1580,179764.89
1581,139774.23
1582,117553.875
1583,275625.94
1584,213050.0
1585,138545.39
1586,45351.035
1587,77063.39
1588,130679.42
1589,88529.875
1590,127634.47
1591,5929.917
1592,131129.95
1593,125888.35
1594,5929.917
1595,5929.917
1596,197086.62
1597,152387.8
1598,173880.89
1599,171460.55
1600,171534.33
1601,32150.19
1602,109481.59
1603,69889.44
1604,268214.53
1605,236352.55
1606,156692.98
1607,142511.84
1608,233453.56
1609,172013.73
1610,149592.31
1611,138050.89
1612,174937.77
1613,165447.23
1614,136981.11
1615,5929.917
1616,5929.917
1617,64580.62
1618,100798.41
1619,135536.1
1620,154155.7
1621,124652.8
1622,154279.86
1623,254298.23
1624,230917.67
1625,94460.14
1626,181957.1
1627,178574.2
1628,263705.9
1629,157840.56
1630,273768.9
1631,183217.11
1632,187844.33
1633,172366.52
1634,186559.89
1635,185246.86
1636,148583.64
1637,192629.7
1638,192451.16
1639,162284.05
1640,227785.0
1641,161647.05
1642,251230.66
1643,208073.06
1644,213509.27
1645,235042.66
1646,162277.84
1647,144701.83
1648,113109.125
1649,127360.91
1650,104933.96
1651,111160.766
1652,93330.52
1653,87437.13
1654,140410.38
1655,127689.69
1656,132348.45
1657,143222.34
1658,143143.95
1659,85881.81
1660,157760.05
1661,419364.3
1662,324874.8
1663,359995.3
1664,418082.8
1665,306402.7
1666,307382.44
1667,343312.0
1668,347424.75
1669,297646.75
1670,337740.2
1671,266018.2
1672,369964.06
1673,279238.25
1674,241038.14
1675,199912.39
1676,205536.83
1677,203433.48
1678,416957.16
1679,340956.75
1680,303153.7
1681,259262.02
1682,293246.12
1683,172044.9
1684,186554.06
1685,195111.53
1686,158429.73
1687,180365.52
1688,201270.23
1689,203218.0
1690,213602.98
1691,201837.28
1692,5929.917
1693,170097.23
1694,179141.02
1695,151504.53
1696,262999.28
1697,152260.72
1698,296767.12
1699,303977.34
1700,241350.72
1701,256186.34
1702,234114.92
1703,239293.69
1704,270163.16
1705,265830.8
1706,383429.88
1707,5929.917
1708,192972.38
1709,259141.3
1710,213898.77
1711,284711.06
1712,237784.62
1713,266548.2
1714,200915.23
1715,199121.95
1716,173537.67
1717,178978.05
1718,5929.917
1719,203661.72
1720,230120.89
1721,172618.64
1722,5929.917
1723,167930.88
1724,193707.75
1725,234577.8
1726,183541.17
1727,137743.67
1728,187032.17
1729,147203.33
1730,136233.44
1731,120281.46
1732,133273.55
1733,92513.92
1734,98112.8
1735,136289.45
1736,85005.46
1737,275880.84
1738,214910.47
1739,236505.11
1740,202156.39
1741,190500.97
1742,167892.11
1743,180189.38
1744,307262.2
1745,185521.47
1746,181315.39
1747,200057.4
1748,211787.61
1749,158520.03
1750,110334.66
1751,249561.19
1752,87068.64
1753,134224.8
1754,188071.67
