Id,SalePrice
1461,91312.35
1462,130802.76
1463,159727.45
1464,180152.06
1465,165559.4
1466,164175.44
1467,161433.4
1468,158807.64
1469,177933.6
1470,97000.1
1471,184119.45
1472,84981.414
1473,79861.79
1474,130332.56
1475,74114.57
1476,327900.94
1477,215009.31
1478,293577.53
1479,280119.47
1480,430334.84
1481,270853.62
1482,194743.95
1483,161716.12
1484,146561.75
1485,196848.94
1486,200399.38
1487,283858.06
1488,214372.95
1489,179411.94
1490,237016.47
1491,200680.97
1492,65043.98
1493,196468.56
1494,258800.05
1495,240641.34
1496,225728.89
1497,143289.97
1498,154696.92
1499,151717.94
1500,155513.45
1501,192537.22
1502,136374.12
1503,253793.84
1504,234725.94
1505,219233.42
1506,175600.98
1507,232272.58
1508,192913.9
1509,125559.9
1510,133589.73
1511,138583.39
1512,158057.67
1513,119445.54
1514,0.0
1515,184342.06
1516,142776.97
1517,156609.61
1518,96938.07
1519,211708.28
1520,111576.2
1521,104072.24
1522,171678.95
1523,73207.73
1524,102538.914
1525,73189.82
1526,70457.08
1527,77613.836
1528,126627.07
1529,107370.54
1530,204888.53
1531,166896.95
1532,0.0
1533,151375.62
1534,129735.12
1535,154678.34
1536,94617.15
1537,58583.996
1538,147013.84
1539,197229.9
1540,0.0
1541,131787.88
1542,109808.35
1543,163947.02
1544,59098.703
1545,76520.74
1546,124487.31
1547,146883.19
1548,101142.12
1549,94071.5
1550,117234.71
1551,127146.7
1552,128298.65
1553,0.0
1554,85391.836
1555,154165.78
1556,45623.23
1557,0.0
1558,99948.36
1559,0.0
1560,118383.79
1561,0.0
1562,137639.84
1563,111349.195
1564,156796.12
1565,122560.05
1566,229607.67
1567,60730.293
1568,242232.22
1569,149008.1
1570,129167.63
1571,95203.01
1572,130009.125
1573,217996.12
1574,96484.1
1575,232766.33
1576,238079.47
1577,170926.11
1578,139946.0
1579,103717.4
1580,175075.28
1581,138822.97
1582,108335.195
1583,265710.62
1584,214010.66
1585,135059.64
1586,36273.848
1587,76182.26
1588,133663.05
1589,77169.09
1590,131156.83
1591,0.0
1592,135057.69
1593,118009.49
1594,0.0
1595,0.0
1596,202698.69
1597,149207.31
1598,169646.38
1599,170096.6
1600,171422.16
1601,24866.29
1602,110826.68
1603,68425.945
1604,265222.0
1605,224869.86
1606,148519.03
1607,144503.25
1608,221438.53
1609,173146.73
1610,144805.55
1611,131019.63
1612,178801.0
1613,162942.94
1614,137579.97
1615,0.0
1616,0.0
1617,57776.996
1618,98584.95
1619,126775.75
1620,155493.06
1621,115894.65
1622,159147.75
1623,249192.97
1624,228073.56
1625,97171.39
1626,181750.3
1627,173767.48
1628,250693.05
1629,152873.16
1630,274341.78
1631,182772.19
1632,188696.58
1633,169463.92
1634,184623.19
1635,181309.38
1636,142666.02
1637,188761.44
1638,193129.8
1639,159084.78
1640,228434.9
1641,157704.31
1642,248433.52
1643,209486.12
1644,210833.56
1645,232671.42
1646,155421.33
1647,137246.31
1648,105301.305
1649,127444.52
1650,93536.93
1651,99891.13
1652,91965.57
1653,85031.42
1654,134015.81
1655,118218.01
1656,122795.85
1657,135405.52
1658,137397.28
1659,81823.38
1660,152225.86
1661,411104.28
1662,314231.9
1663,354700.16
1664,410117.2
1665,302178.22
1666,297336.06
1667,331254.75
1668,340019.75
1669,286490.7
1670,329816.0
