Id,SalePrice
1461,93344.14
1462,132197.31
1463,162986.67
1464,183225.77
1465,166773.23
1466,164710.83
1467,167994.89
1468,160440.23
1469,177404.88
1470,106842.53
1471,186530.2
1472,88297.75
1473,82883.836
1474,140505.67
1475,79843.484
1476,343256.12
1477,219722.17
1478,304799.66
1479,295456.62
1480,445668.47
1481,285290.8
1482,193665.58
1483,159638.06
1484,147500.2
1485,198392.2
1486,198659.8
1487,293577.25
1488,219722.2
1489,175385.39
1490,238370.3
1491,197622.03
1492,67768.83
1493,203308.17
1494,274967.28
1495,253625.39
1496,229601.27
1497,145671.08
1498,154737.44
1499,153206.42
1500,155880.3
1501,188729.47
1502,141158.11
1503,271999.1
1504,239196.95
1505,219542.27
1506,175458.66
1507,231880.83
1508,192498.31
1509,137899.17
1510,137984.72
1511,141963.78
1512,163251.6
1513,129004.09
1514,0.0
1515,184779.81
1516,149039.47
1517,152621.12
1518,102028.42
1519,208960.16
1520,111820.94
1521,104123.375
1522,174509.02
1523,80213.55
1524,104583.53
1525,80227.17
1526,75503.31
1527,89961.86
1528,129288.31
1529,115376.53
1530,203088.83
1531,158426.97
1532,0.0
1533,154696.3
1534,125435.086
1535,153063.52
1536,98214.164
1537,65573.25
1538,140316.47
1539,193895.39
1540,0.0
1541,136886.61
1542,111673.76
1543,155888.7
1544,66877.72
1545,85402.13
1546,133750.08
1547,140735.97
1548,103996.81
1549,103505.734
1550,127416.945
1551,124161.89
1552,137324.03
1553,0.0
1554,95079.58
1555,148136.56
1556,54552.8
1557,0.0
1558,100742.05
1559,0.0
1560,123049.09
1561,0.0
1562,134755.55
1563,111043.0
1564,154231.11
1565,134717.31
1566,229831.5
1567,70318.766
1568,247942.61
1569,145307.61
1570,130439.875
1571,99542.98
1572,126706.625
1573,217448.55
1574,103524.414
1575,235750.77
1576,267082.72
1577,170148.36
1578,144491.61
1579,111858.8
1580,179173.11
1581,139079.2
1582,117652.47
1583,276822.38
1584,210391.58
1585,135680.36
1586,48184.73
1587,78837.234
1588,129489.805
1589,87589.64
1590,126902.42
1591,0.0
1592,129123.06
1593,124187.55
1594,0.0
1595,0.0
1596,196286.0
1597,153233.73
1598,171901.67
1599,168092.9
1600,170688.02
1601,36831.617
1602,111193.89
1603,71417.83
1604,268917.9
1605,235794.75
1606,156760.67
1607,143244.45
1608,233530.95
1609,170834.77
1610,147427.7
1611,135473.67
1612,173000.39
1613,162503.11
1614,135235.67
1615,0.0
1616,0.0
1617,67846.516
1618,103721.914
1619,133927.23
1620,154384.19
1621,124106.12
1622,154341.72
1623,253816.78
1624,230989.36
1625,96107.44
1626,178133.89
1627,176054.48
1628,264701.47
1629,156482.58
1630,276610.28
1631,182113.66
1632,186452.44
1633,169753.55
1634,183348.5
1635,182884.12
1636,147135.25
1637,192248.08
1638,190496.66
1639,161076.97
1640,227302.2
1641,161211.05
1642,254405.02
1643,206082.02
1644,212506.2
1645,232439.55
1646,160642.12
1647,144529.28
1648,114486.64
1649,128140.875
1650,104745.33
1651,112093.22
1652,94988.16
1653,88533.984
1654,139207.66
1655,127826.89
1656,133800.52
1657,143252.0
1658,142626.83
1659,89269.49
1660,157255.28
1661,426794.78
1662,330277.25
1663,367256.06
1664,426696.0
1665,310957.84
1666,310774.72
1667,347926.62
1668,354333.25
1669,303580.3
1670,344511.1
1671,267408.06
1672,375961.12
1673,280496.12
1674,239790.73
1675,198719.64
1676,204301.19
1677,201118.33
1678,428619.9
1679,346540.8
1680,309167.28
1681,261971.56
1682,295306.84
1683,168588.38
1684,183930.17
1685,192984.25
1686,156375.42
1687,176400.42
1688,197980.89
1689,200662.23
1690,212288.34
1691,199786.67
1692,0.0
1693,167566.33
1694,176185.73
1695,149772.1
1696,262088.89
1697,149660.86
1698,296886.9
1699,306474.6
1700,240119.97
1701,257472.75
1702,233083.39
1703,238740.92
1704,272078.1
1705,267547.38
1706,389614.22
1707,0.0
1708,190937.11
1709,261120.89
1710,214269.98
1711,287322.22
1712,237585.34
1713,268775.53
1714,199005.69
1715,198695.97
1716,169661.31
1717,175508.98
1718,0.0
1719,201880.86
1720,232239.62
1721,168579.12
1722,0.0
1723,164747.55
1724,193490.7
1725,234760.55
1726,183557.48
1727,137519.11
1728,183972.27
1729,146772.03
1730,134997.83
1731,117846.234
1732,131151.11
1733,94656.55
1734,100524.45
1735,135916.12
1736,87605.695
1737,279329.34
1738,214068.9
1739,235993.3
1740,201152.86
1741,187853.2
1742,166117.89
1743,176979.56
1744,316497.66
1745,184814.23
1746,182127.45
1747,197489.3
1748,210937.48
1749,158068.88
1750,112206.484
1751,248297.55
1752,89630.766
1753,134674.48
1754,189098.73
1755,171585.92
1756,128826.03
1757,98554.36
1758,146108.62
1759,150997.77
1760,165810.0
1761,157745.7
1762,163934.45
1763,165808.0
1764,84916.1
1765,143369.36
1766,171907.17
1767,222073.08
1768,123911.15
1769,153171.61
1770,160685.34
1771,83842.984
1772,107552.56
1773,118165.43
1774,127435.34
1775,120415.516
1776,111072.445
1777,99274.97
1778,133293.95
1779,97322.555
1780,162608.48
1781,92821.78
1782,65280.59
1783,149249.39
1784,104903.23
1785,101808.75
1786,149822.6
1787,161600.53
1788,0.0
1789,75486.74
1790,58953.758
1791,186877.67
1792,126059.586
1793,141007.7
1794,160594.33
1795,109186.41
1796,122566.21
1797,116760.36
1798,92285.91
1799,83270.664
1800,100896.33
1801,118586.28
1802,126853.75
1803,135709.8
1804,128759.766
1805,133552.14
1806,106913.56
1807,120823.72
1808,118996.02
1809,0.0
1810,133319.73
1811,0.0
1812,0.0
1813,106693.055
1814,86206.03
1815,16230.301
1816,98308.63
1817,130416.77
1818,162291.22
1819,136869.17
1820,0.0
1821,113311.24
1822,149922.81
1823,0.0
1824,99983.28
1825,123031.29
1826,83541.44
1827,71414.58
1828,116149.375
1829,142965.55
1830,123605.14
1831,113266.805
1832,0.0
1833,126358.27
1834,126828.25
1835,0.0
1836,90213.05
1837,0.0
1838,91395.17
1839,116479.02
1840,0.0
1841,99243.04
1842,77360.45
1843,132148.34
1844,131456.52
1845,136185.92
1846,146204.02
1847,136637.95
1848,0.0
1849,81761.375
1850,93013.42
1851,136837.48
1852,121863.34
1853,115698.484
1854,154178.52
1855,145727.52
1856,224575.02
1857,130062.03
1858,115625.414
1859,79625.53
1860,155549.16
1861,83107.81
1862,316793.8
1863,315890.06
1864,315897.72
1865,342361.62
1866,341875.97
1867,223793.06
1868,301031.97
1869,208977.39
1870,218241.28
1871,251618.4
1872,190638.05
1873,237719.08
1874,132466.7
1875,161605.11
1876,182550.11
1877,186899.83
1878,195822.58
1879,98876.0
1880,112763.83
1881,240332.3
1882,239859.34
1883,0.0
1884,178255.64
1885,211799.42
1886,268177.8
1887,211337.34
1888,259455.58
1889,172810.66
1890,106380.45
1891,118546.48
1892,81469.03
1893,106249.36
1894,0.0
1895,112778.42
1896,104616.47
1897,101779.484
1898,108237.625
1899,143282.62
1900,124677.73
1901,153451.42
1902,93440.91
