Id,SalePrice
1461,87620.766
1462,131239.12
1463,167358.5
1464,187824.66
1465,169033.12
1466,170400.6
1467,169875.9
1468,165591.81
1469,184006.33
1470,106877.79
1471,188856.23
1472,83123.27
1473,77705.6
1474,139531.98
1475,73232.74
1476,331906.0
1477,223901.12
1478,300689.78
1479,289171.53
1480,429559.0
1481,281517.94
1482,197215.38
1483,164817.36
1484,149380.66
1485,203006.0
1486,204381.77
1487,291009.5
1488,224157.84
1489,182076.47
1490,239342.42
1491,202314.47
1492,63618.96
1493,206429.88
1494,271950.94
1495,253687.42
1496,227467.12
1497,147305.9
1498,158578.31
1499,157413.66
1500,161082.67
1501,195864.97
1502,142789.88
1503,264753.0
1504,239027.58
1505,223326.88
1506,180821.64
1507,236325.84
1508,195878.56
1509,135009.6
1510,141911.97
1511,147032.06
1512,165471.67
1513,126724.45
1514,156422.02
1515,190452.69
1516,150470.31
1517,156377.06
1518,98984.02
1519,213645.75
1520,111554.78
1521,103423.24
1522,181032.62
1523,72996.414
1524,100491.37
1525,73522.63
1526,69947.914
1527,86949.71
1528,126653.586
1529,115714.08
1530,213073.9
1531,165212.88
1532,156422.02
1533,160106.5
1534,126404.22
1535,154825.5
1536,93671.26
1537,66361.99
1538,140930.42
1539,196947.75
1540,156422.02
1541,138014.97
1542,108344.12
1543,161319.3
1544,61097.188
1545,77029.87
1546,134523.5
1547,145819.88
1548,99151.27
1549,101708.836
1550,126182.5
1551,125871.93
1552,137256.39
1553,156422.02
1554,86697.56
1555,151034.19
1556,48289.242
1557,156422.02
1558,100183.0
1559,156422.02
1560,125735.2
1561,156422.02
1562,136989.22
1563,112233.445
1564,163050.33
1565,134444.28
1566,234284.52
1567,69817.195
1568,247316.06
1569,147442.78
1570,129386.22
1571,95769.23
1572,127121.58
1573,221074.12
1574,103925.3
1575,238283.94
1576,262374.06
1577,173055.62
1578,145666.19
1579,112227.29
1580,181516.39
1581,139186.03
1582,116456.35
1583,276788.3
1584,215516.34
1585,139953.7
1586,40071.75
1587,74667.82
1588,131974.98
1589,86322.15
1590,129591.41
1591,156422.02
1592,132704.16
1593,127136.38
1594,156422.02
1595,156422.02
1596,198825.34
1597,152134.0
1598,176223.98
1599,174223.84
1600,174792.19
1601,27890.162
1602,107454.27
1603,68321.04
1604,266753.12
1605,238188.3
1606,158359.5
1607,142449.94
1608,234125.42
1609,175084.12
1610,150645.42
1611,138512.75
1612,179185.28
1613,167518.73
1614,138037.44
1615,156422.02
1616,156422.02
1617,58399.57
1618,97795.69
1619,135402.6
1620,155064.61
1621,123654.625
1622,157175.4
1623,255726.47
1624,232507.44
1625,92560.71
1626,187174.08
1627,180842.77
1628,262410.62
1629,159629.28
1630,271611.1
1631,186674.1
1632,190415.66
1633,175204.19
1634,189089.28
1635,188021.78
1636,148507.78
1637,195322.73
1638,196830.64
1639,163549.22
1640,231932.28
1641,163544.73
1642,251616.94
1643,211163.64
1644,214467.78
1645,236981.77
1646,164012.6
1647,145251.62
1648,112107.76
1649,126043.52
1650,102567.06
1651,108735.164
1652,90280.21
1653,83362.586
1654,140420.72
1655,128066.81
1656,131365.14
1657,142808.28
1658,143342.9
1659,80956.84
1660,160540.3
1661,413686.12
1662,322237.25
1663,357764.56
1664,412606.7
1665,305837.2
1666,305520.62
1667,339848.9
1668,343998.28
1669,295062.6
1670,334629.97
1671,266583.2
1672,365903.12
1673,278639.94
1674,244440.38
1675,201386.62
1676,207676.75
1677,205335.28
1678,411214.56
1679,337941.78
1680,300161.5
1681,260879.19
